SMILES,Kow
CN(C)C(O)=NC1=CC(Cl)=C(C=C1)N1N=C(OC1=O)C(C)(C)C,2.51
CC(C)(C)C1=CC(=CC(OC2OC(CO)C(O)C(O)C2O)=C1)C(C)(C)C,2.73
CC1=CC=CC=C1\C=C\N(=O)=O,2.63
COC(=O)C1=CN=NC=C1,-0.27
CC(C)N(C(C)C)C(=O)CC1=CC=CC=C1,3.1
COC(=O)C1=CN=CN=C1,0.03
COC(=O)C1=NN=CC=C1,-0.43
COC(=O)C1=NC=CC=N1,-0.71
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,3.03
CC1C2C(CC(C)C3C=CC(=O)C3(C)C2O)OC1=O,0.53
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC(N)=C1,1.03
[H][C@@](CCC(=O)OC)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)NC(=N)N=C2N=C1)C(=O)OC,0.54
OC(=O)COC1=CC=C(C=C1)S(F)(=O)=O,1.82
OC(=O)C1COC2=CC=CC=C2O1,1.4
OC(=O)C1CC2=C(O1)C=CC(Cl)=C2,2.11
CN(C)C1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,1.57
NC1=CC=C(C=C1)S(=O)(=O)NC1=C(Cl)N=CC=C1,1.58
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,0.5
CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,2.83
CCCCC1C(O)=NC(=O)N(C)C1=O,1.1
CCN(CC)C(=O)SCC1=CC=CC=C1Cl,3.43
CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1,5.67
OC(=O)CC1=CC=CC=C1OC1=CC=C(Cl)C=C1Cl,4.8
COC1=C(C=CC=C1)N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,1.6
COC(=O)N1C2=CC=CC=C2N=C1C1=CSC=N1,2.05
CNC(=O)ON=C(C)C(C)SC,1.1
CC1=C(N2[C@H](SC1)[C@H](N=C(O)CC1=CC=CS1)C2=O)C(O)=O,0.61
CN(C)CCCN1(=O)C2=CC=CC=C2SC2=CC=CC=C12,1.9
C1CN(CCN1)C1=CC=CC=N1,0.74
CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=C(C=CC(O)=C3)[C@@H]12,3.01
CN1[C@@H](C[C@@H](O)C1=O)C1=CN=CC=C1,-1.45
OC(=O)CC[Se]CC1=CC=C(C=C1)N(=O)=O,1.63
CNC(=S)NCCSCC1=C(C)NC=N1,0.5
N#CC1=CC2=CC=CC=C2N=C1,1.57
CON(C)C(=O)NC1=CC=C(C=C1)C(C)C,2.95
ClC1=CC(=C(Cl)C=C1)C1=CC=CC=C1,5.1
ClC1=CC(=CC(Cl)=C1)C1=CC=CC=C1,5.41
ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1,5.09
CC(C)(C)NCC(O)COC1=C(C=CC=C1)C#N,1.6
CN=C(O)COC1=CC=CC(OCC(O)CNC(C)C)=C1,0.35
CNC(=O)COC1=CC=CC=C1OCC(O)CNC(C)(C)C,1.36
CN1C2=C(C=C(I)C=C2)C(=NCC1=O)C1=CC=CC=C1F,3.14
OC1=CC=C(C=C1)C1(O)CCN(CCCSC2=CC=C(F)C=C2)CC1,4.17
CN=C(O)COC1=CC=C(OCC(O)CNC(C)C)C=C1,0.56
CNC(=S)NCCCCC1=CN=CN1,0.39
NCCCCC1=CC=CC=N1,0.86
CC1C(OCCN1N=O)C1=CC=CC=C1,2.09
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,7.44
CC(=O)C1=CC(=CC=C1)S(N)(=O)=O,0.21
NS(=O)(=O)C1=CC=CC2=C1N=CC=C2,0.42
OC(CN1CCCCC1)=NC1=CC=CC=C1N(=O)=O,2.75
NC(=O)NS(=O)(=O)C1=CC=CC=C1,0.28
CC(C)C1=C(OCCN(C)C)C=C(C)C(O)=C1,2.93
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,3
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,3.88
OC(=NC(=O)NC1=CC=C(F)C=C1)C1=C(F)C=CC=C1F,3.2
COC1=CC=CC=C1N1CCNCC1,1.67
CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,5.48
CCOC1=CC=C(NC(=O)OC)C=C1,2.15
CC(=C)C(=O)OC1CC2(COC(=O)C(=C)C2C2OC(=O)C(=C)C12)C=C,1.56
COC1=CC=CC(COC(C)=O)=C1,2.02
[O-][N+](=O)C1=CC=C(C=C1)N1C(=O)CCC1=O,0.46
N#CC1=CC=CC2=C1N=CC=C2,1.39
CN(C)\C=C\C#N,0.47
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC4=C(CCC4)C=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,3.77
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,3.82
COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12,1.05
CO[C@]1(NC(=O)CC2=CC=CS2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O,-0.02
CC1=C(C)C(=O)SS1,1.73
CN1C=NC(=C1I)[N+]([O-])=O,1
COC1=C(NC(C)=N1)[N+]([O-])=O,0.21
COC1=C(N=C(C)N1C)[N+]([O-])=O,-0.09
ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=CC=C1,5.47
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC(Cl)=C1,6.09
ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1,7.07
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,7.44
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,8.68
CC(=O)NC1=CC=C(C=C1)C#N,1.37
OC(CN1CCCCC1)=NC1=CC(=CC=C1)N(=O)=O,2.59
COC1=CC=C(C=C1)N(C)C(C)=O,0.72
ClC1=C(Cl)C(Cl)=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,8.2
[H][C@@]12O[C@@]1(C)\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C)C)[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@H]2C,2.19
NC1=CC=C(C=C1)S(=O)(=O)C1=C(N)C=C(N)C=C1,0.38
OC(=O)CC1=CC=C(C=C1)C1CCCCC1,3.91
NC1=C(C=CC2=C1C=CC=N2)[N+]([O-])=O,1.61
CC(O)=NN1CCC=CC1,0.52
CCN1CCC2=C(CC1)N=C(N)O2,0.05
ClC1=NC=C(N=C1)C#N,0.92
NC(=O)C1=CN=CC(Cl)=N1,0.28
COC1=CN=CC(=N1)C(O)=N,0.13
CC(=O)C1=CC2=C(C=C1)N=C(O)CN=C2C1=CC=CC=C1F,1.75
CCOC(=O)C1=C(NC=N1)\N=N\N(C)C,0.44
CC(=O)NC1=CC2=C(C=CC=N2)C=C1,1.55
NC1=NOC2=CC=CC=C12,1.31
CC1=CC=CC=C1NC1=NCCN1,1.28
CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,3.06
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,3.2
CCOP(=S)(NC(C)CC)OC1=C(C=CC(C)=C1)[N+]([O-])=O,4.62
CC1=CC=CC(C)=C1N=C(O)C1CNCCN1,0.38
CCC1(CC(C)C(C)C)C(=O)NC(=O)NC1=O,2.02
OC(=NC1=CC=CC=C1)C1CNCCN1,0.48
CC1=CC=CC=C1N=C(O)C1CNCCN1,0.26
O=C(COC1=CC=CC=C1)N1CCCCC1,1.81
OC1=C(CC=C(Cl)Cl)C(=O)C2=CC=CC=C2C1=O,3.1
"[*]C1=C([*])C([*])=C(OC2=C([*])C([*])=C([*])C([*])=C2[*])C([*])=C1[*] |$_R1;;;_R1;;_R1;;;;;_R1;;_R1;;_R1;;_R1;;_R1;;_R1;;_R1$,c:1,8,16,21,t:5,12,lp:7:2,RG:_R1={Br* |$;_AP1$,lp:0:2|},LOG={_R1:;H;6}|",7.4
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,2.63
CCCCCC1=CC(O)=C2[C@@H]3C=C(CO)CC[C@H]3C(C)(C)OC2=C1,5.33
CC(O)=NC1=C(C)C=C(O)C(C)=C1C,0.75
CN(C)C(=O)NC1=CC(C)=CC(C)=C1,1.9
ClC1C(Cl)C(Cl)C(Br)C(Cl)C1Cl,3.74
CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C,3.69
[O-][N+](=O)C1=NC=CN1CCN1CCOCC1,-0.1
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,3
FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,4.03
CCC(C)N(C(C)CC)C(=O)SCC1=CC=CC=C1,4.4
NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.85
CCOC(=O)C(=N/NC1=CC(Cl)=C(Cl)C(Cl)=C1)\C#N,5.03
COC(=O)C(=NNC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1)C#N,4.86
COC(=O)C(=N/NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)\C#N,5.02
COC(=O)C(=N/NC1=CC(Cl)=C(Cl)C(Cl)=C1)\C#N,5.22
CC(=O)C(=NNC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1)C#N,5.31
COC(=O)C(=N/NC1=C(C=C(Cl)C=C1)C(F)(F)F)\C#N,4.66
CCOC(=O)C(=N/NC1=CC(Cl)=C(Cl)C=C1)\C#N,4.66
COC(=O)C(=N/NC1=CC(C(F)F)=C(Cl)C=C1)\C#N,3.8
CCOC(=O)C(=N/NC1=CC=CC(Cl)=C1)\C#N,3.94
COC(=O)C(=N/NC1=C(C=CC(=C1)C#N)C#N)\C#N,2.81
COC(=O)C(=NNC1=CC=CC=C1)C#N,2.59
CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,3.09
COC(=O)C(=N/NC1=C(Cl)C=C(Cl)C(Cl)=C1)\C#N,5.15
Cl.Cl.CN(C)CCC(=O)C1=C(C)N=C(N)S1,1.47
NCCN1C=CC(=O)C(O)=C1,-0.66
CCOC1=CC=C(C=CC(C)=O)C=C1,2.73
CC(O)=NC1=CC(=O)N(C1=O)C1=CC=C(Cl)C=C1,0.75
CC1=NC2=C(C=CC(Br)=C2)S(=O)(=O)N1,1.37
CC1=NC2=C(C=C(I)C=C2)S(=O)(=O)N1,1.61
CCC1=CC2=C(C=C1)S(=O)(=O)NC(C)=N2,1.25
CC1=NC2=C(C=C(Cl)C(N)=C2)S(=O)(=O)N1,0.63
CC(O)=NC1=CC2=C(C=C1Cl)S(=O)(=O)NC(C)=N2,0.53
CC1=NC2=C(I)C=C(Cl)C=C2S(=O)(=O)N1,1.81
CCCC1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,2.04
CC(C)C1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,2
CC(C)CC1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,2.35
CCC(C)C1=NC2=C(C=C(Cl)C=C2)S(=O)(=O)N1,2.47
ClC1=CC2=C(C=C1)N=C(NS2(=O)=O)C1CCC1,2.24
CC(C)(C)CC1=NC2=C(C=C(Cl)C=C2)S(=O)(=O)N1,2.71
ClCC1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,1.68
COCC1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,1.12
CC1=NC2=C(C=C(Cl)C=C2S(=O)(=O)N1)N(=O)=O,0.85
CN(C)S(=O)(=O)C1=CC2=C(C=C1)N=C(C)NS2(=O)=O,0.32
CCCCC1=NC2=C(C=C(Cl)C=C2)S(=O)(=O)N1,2.52
O=S1(=O)NC(=NC2=CC=CC=C12)C1CCCCC1,2.2
O=S1(=O)NC(=NC2=CC=CC=C12)C1=CCCC1,1.69
O=S1(=O)NC(=NC2=CC=CC=C12)C1CC=CC1,1.53
O=S1(=O)NC(=NC2=CC=CC=C12)C1CCC=CC1,2.05
O=S1(=O)NC(=NC2=CC=CC=C12)C1CC2CC1C=C2,2.06
O=S1(=O)N=C(NC2=CC=CC=C12)C1=CC=CS1,1.68
O=S1(=O)N=C(NC2=CC=CC=C12)C1=CC=CO1,1.06
ClC(Cl)C1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,1.81
ClC1=CC2=C(C=C1)S(=O)(=O)NC(=N)N2,0.91
CCSCC1=NC2=C(C=CC(Cl)=C2)S(=O)(=O)N1,2.26
FC1=CC=C(NC(=O)CN2CCCCC2)C=C1,2.7
CCN(CC)CC(F)(F)F,1.88
CCOC(=O)[C@@H](N)CC1=CC=C(O)C(O)=C1,0.28
OC(=NC1=CC=CC=C1N(=O)=O)C1=CC=CC=C1O,2.87
OC(=NC1=C(Cl)C=C(Cl)C=C1)C1=CC=CC=C1O,5.49
CN1CC(O)CN(C)C1=NC1=NC=C(S1)N(=O)=O,0.16
CC1CN=C(NC2=NC=C(S2)N(=O)=O)N1,1.82
CN1C(NC2=NC=C(S2)N(=O)=O)=NCC1(C)C,2.35
OC1CNC(NC2=NC=C(S2)N(=O)=O)=NC1,0.74
OC(=NC1=C(C=C(Cl)C=C1)N(=O)=O)C1=CC=CC=C1O,4.09
CSC1=NCCN1C1=NC=C(S1)N(=O)=O,1.78
CC(=O)OCCN1CCS\C1=N\C1=NC=C(S1)[N+]([O-])=O,1.88
CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,1.71
CC1=CC=C(NS(=O)(=O)C(F)(F)F)C=C1,3.6
COC(=O)C1=CC=CN1C,1.8
CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,4.86
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=CC=C1,5.76
OC1=NC(=NC2=C1N=NN2)C1=CC=CC=C1,1.27
ClC(Cl)C(=O)N(CC=C)CC=C,1.84
CSC1=NN=C(SC)C=C1,1.85
CCOC1=CC2=C(C=CN2)C=C1,2.53
NC(=N)N\N=C\C1=CC=C(Br)C=C1,1.3
CC1=[N+]([O-])ON=C1C(N)=O,0.03
CC1=NO[N+]([O-])=C1C(N)=O,0.36
[H]C(CCC)(NC(=O)CNC(=O)CNC(=O)CCCCSC1=NC=NC2=C1NC=N2)C(=O)OCC,1.07
OC(\C=C\C1=CC=C(O1)N(=O)=O)=N/N=C/C1=CC=C(O1)N(=O)=O,2.79
CC1=C(Cl)C=CC=C1NC1=CC=CC=C1CC(O)=O,4.64
NC1=NC(=CC2=CC=CC=C12)C1=CC=CC=N1,2.74
CCOC1=CN=CC=N1,1.28
OC1=NC2=CC=CC=C2C=C1C1=CC=CC=C1,2.99
COC1=CC(OC)=C(C)C=C1,2.76
CN(C)\N=N\C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N=C1O,-1.82
CC1=C(OCC(O)CNCCOC2=CC=C(C=C2)C(N)=O)C=CC=C1,2.22
NNC(=O)NC1=CC=CC=C1O,0.33
CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,3.42
CCCCC(=O)OCC(=O)[C@@]1(OC(=O)CCCC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,5.26
ClC1=CC=C(C=C1)N1CCNCC1,2.01
CC1(C)C2CC1C(CN)CC2,2.05
CCCCC(=O)NN,-0.11
NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,1.24
CCOC(=O)C1=CN=C2CCCCN2C1=O,0.15
CC(=O)OCCOC(=O)C1=CC=CC=C1,1.85
CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,4.15
ClC1=CC=CC(NC(=O)CN2CCCCC2)=C1,3.45
CC1=CC(=CC=C1)N=C(O)CN1CCCCC1,2.97
[O-][N+](=O)C1=CC=C(NC(=O)CN2CCCCC2)C=C1,2.72
OC(CN1CCCCC1)=NC1=CC=CC=C1Cl,2.76
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1Cl,6.55
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,7.21
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,6.85
ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C=C1,6.22
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,7.28
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,7.04
ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,7.31
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1,7.6
OC1=CC=CC2=C1C=CC(=C2)[N+]([O-])=O,3.5
CN(C)C1=CC=C(\C=N\NC(N)=N)C=C1,0.28
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,7.12
ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1,5.48
ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,5.75
ClC1=CC=CC(=C1Cl)C1=C(Cl)C=CC=C1,5.31
ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=CC=C1,5.76
ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=CC=C1,5.57
ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=CC=C1,5.42
ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C=CC=C1,5.87
ClC1=CC(=CC=C1)C1=CC(Cl)=CC(Cl)=C1,5.81
ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,5.9
ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC=C1,6.18
CC1=CC=C(C=C1)C(=O)CS(=O)(=O)C1=CC=CC=C1,2.7
ClC1=CC=C(C=C1)C(=O)CS(=O)(=O)C1=CC=CC=C1,2.69
CN(C)C1=C(C)N(C)C(=O)N(C)C1=O,0.99
CC1=CN=CC(Cl)=N1,1.04
CC(C)OC(=O)N(C)C,1.38
CNC(=S)NCCSCC1=CN=CN1,0.16
CN=C(O)NCCSCC1=C(C)N=CN1,-0.06
CN(NC1=CC=CC=C1)C(C)=O,1.31
CC(C)N.OC(=O)CNCP(O)(O)=O,-5.4
CS(=O)(=O)C1=CC=CS1,0.38
CCCC1=CSSC1=S,3.18
CN(C)C1=CC(=NN=C1)N(C)C,0.84
CCN=C(O)CNC(=O)C=[N+]=[N-],-0.62
CCOC(=O)CN(C(=O)CCl)C1=C(CC)C=CC=C1CC,3.6
CC1C2CC(O)C(C)(C)C2(O)C(O)CC23CC(C)(O)C(CCC12)C3O,1.51
CC(O)=NC1CC1C1=CC=CC=C1,1.43
CCN(CC)C(C)C(O)=NC1=C(C)C=CC=C1C,2.73
ClC1=C2OC3=C(C2=C(Cl)C(Cl)=C1Cl)C(Cl)=C(Cl)C(Cl)=C3Cl,8.6
CN1C(C=C)=CN=C1N(=O)=O,0.64
CN1C(=CN=C1[N+]([O-])=O)C(O)CO,-0.89
COC(=O)NC1=CC=CC(C)=C1,2.29
CC1=CC=CC2=NC=C(C)C(=O)N12,1.26
CC1CCCC2=NC(C)=CC(=O)N12,0.67
CC1=CN=C2C=CC=CN2C1=O,0.77
CCOC(=O)C1=CNC2CCCCN2C1=O,0.57
NNC(=O)C1=CC(I)=CC=C1,1.53
NNC(=O)C1=CC=C(I)C=C1,1.55
NNC(=O)C1=CC(Br)=CC=C1,1.26
CCOC(=O)C1=CN=NC=C1,0.23
CCCNCC(C)C,2.07
CCCNC(C)CC,1.91
CCCOC1=C(OC)C=C(CCN)C=C1OC,1.7
CCOC1=C(OC)C=C(CCN)C=C1OC,1.11
COC1=NC2=CC=CC=C2N=C1,2.31
ClC1=C(Cl)C=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,7.8
ClC1=CC=CC2=C1OC1=CC=CC=C1O2,4.75
ClC1=CC2=C(OC3=CC=CC=C3O2)C=C1,5
ClC1=CC(Cl)=C(Cl)C2=C1OC1=CC=CC=C1O2,6.35
ClC1=CC=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,7.4
CC(=O)NC1=C(C)C=C(O)C=C1,0.17
ClC1=C(C=CC=C1)N1CCNCC1,2.13
CC1=CC=CC=C1N1CCNCC1,2.14
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,5.7
O=CC1=CC(OC2=CC=CC=C2)=CC=C1,3.38
CC(C)NCC(O)COC1=C2OC(=CC2=CC=C1)C(C)=O,2.02
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC,2.88
CC(C)NCC(O)COC1=CC=C(CN=C(C)O)C=C1,0.32
ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,7.43
CCCOC(=O)[C@@H](N)CC1=CC(O)=C(O)C=C1,0.76
NC(=O)CC1=CC=NC=C1,-0.65
S=C1CCCO1,0.6
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C)C(=O)CO,2.45
CC(C)(C)C1=NN(C(=O)O1)C1=C(Cl)C=C(Cl)C(OCC#C)=C1,3.95
CCCCCOC1OC(CO)C(O)C(O)C1O,-0.42
[O-][N+](=O)C1=CC2=C(ON=C2)C=C1,1.46
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C[C@]([H])(CC)[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],4.28
CC(=O)OCC1=COC(CC2=CC=CC=C2)=C1,3.24
CN1C(N)=NC2=C1C=CC(C)=C2,1.47
CNC(=O)C1=CC=CS1,0.84
CCCCCCOC1=CC=C(N)C=C1,3.64
CCOP(=O)(OCC)SCN1N=NC2=CC=CC=C2C1=O,1.63
CN1C(C=O)=CN=C1[N+]([O-])=O,-0.1
CN(C)C(=O)NC1=CC=CC(N)=C1,-0.1
CN(CC1=CC=CC=C1)N\N=C1/N=CN=C1C(N)=O,1.54
NC(=O)C1=CC=C(C=C1)C(O)C(CO)N=C(O)C(Cl)Cl,-0.48
OCC(N=C(O)C(Cl)Cl)C(O)C1=CC=C(NC(=O)C2CC2)C=C1,0.75
OCC(N=C(O)C(Cl)Cl)C(O)C1=CC=C(NC(O)=N)C=C1,-0.6
CC(C)(C)N=C(O)\C=C\C1=CC=C(O1)N(=O)=O,2.33
CCC(C)N(C)N\N=C1/N=CN=C1C(N)=O,1.08
[O-][N+](=O)C1=CN=C(S1)N1CCNC1=S,1.7
OC(=O)C1CCC2=CC(Cl)=CC=C2O1,2.4
OCC(N=C(O)CBr)C(O)C1=CC=C(C=C1)N(=O)=O,0.66
OCC(N=C(O)CI)C(O)C1=CC=C(C=C1)N(=O)=O,1.03
FC(F)(F)C1=CC=CC=C1NC1=NCCN1,1.42
"[*]C1=C([*])C([*])=C(OC2=C([*])C([*])=C([*])C([*])=C2[*])C([*])=C1[*] |$_R1;;;_R1;;_R1;;;;;_R1;;_R1;;_R1;;_R1;;_R1;;_R1;;_R1$,c:1,8,16,21,t:5,12,lp:7:2,RG:_R1={Br* |$;_AP1$,lp:0:2|},LOG={_R1:;H;4}|",6.05
CCCCCCCC1=CC=NC=C1,5
COC1=CC=C(C=N(=O)C(C)(C)C)C=C1,1.21
CC1=CC=C(C=N(=O)C(C)(C)C)C=C1,1.74
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,9.14
OC(=O)CCCCCCC1=CC=CC=C1,3.63
[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)O[C@@]1([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@@]2([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@@]3([H])C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,2.45
CCN(CC)CCN=C(O)C1=C(OC)C=CC(Cl)=C1,3.11
CC1=CC=C(NN=C(C#N)C#N)C=C1,3.2
CN(C)C1=NC(=CN=C1)C#N,1.12
COC(=O)C1=CN=CC(=N1)N(C)C,0.9
CN(C)C1=CN=CC(=N1)C(O)=N,0.38
OC(=O)C1=CC2=C(OC3=CC=CC=C3C2=O)C=C1,3.12
CSC1=NC2=CC=CC=C2C=C1,3.04
COC1=CC=CC(NC(=O)CN2CCCCC2)=C1,2.71
ClC1=CC2=C(OC3=CC(Cl)=C(Cl)C=C3O2)C(Cl)=C1Cl,6.64
COC(=O)C1=CN=C(N1C)N(=O)=O,0.51
CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,5.2
CCN=C1NC(NC(Cl)=N1)=NCC1CC1,2.85
C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]21CCC(=O)O1,3.08
ClC1=CC(Cl)=C(OC(=O)N2CCCC2)C=C1,3.94
ClC1=CC=C(Cl)C2=C1OC1=CC(Cl)=C(Cl)C=C1O2,6.39
COC(C)(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OC(C)C,5.5
COC(=O)C1=CNC(C)=C1,1.96
CC1=C(C(O)=N)C(=CC=C1)N(=O)=O,0.1
CN1C(\C=[N+](\C)[O-])=CN=C1[N+]([O-])=O,0.04
CC(=O)C1=CC=CC=C1NCCO,1.59
CN(C)P(=O)(N(C)C)N1CCCC1,0.82
N#CC1=CN=CN=C1,-0.5
COCN1C2=C(C=C(N)C=C2)C(=NCC1=O)C1=CC=CC=C1,1.32
COCN1C2=C(C=C(N)C=C2)C(=NCC1=O)C1=CC=CC=C1F,1.31
CC(OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C(O)=O,4.58
CCCC1=C(O)C(=O)C=C(C)O1,1.4
COC1=C(C)C(=O)C2=C(C(COC(O)=N)=C3C(CCN23)OC(C)=O)C1=O,1.54
CC1=CC(Br)=CC(C(N)=O)=C1O,2.76
CNC(=O)C1=C(O)C(C)=CC(Br)=C1,3.51
CCNC(=O)C1=C(O)C(C)=CC(Br)=C1,3.61
CCCCNC(=O)C1=C(O)C(C)=CC(Br)=C1,4.21
OCC1OC(C(O)C1O)N1C=CN(=O)=NC1=O,-2.43
NC(=O)C1=CN=CN=C1,-0.92
CCOC(=O)C1=CN=CN=C1,0.52
CN(C)CCCNC(=O)C1=CC=CC=C1,1.27
NCCCC1=CN=CC=C1,0.44
CCN1C2=C(NC=N2)C(=O)NC1=O,-0.11
CCCN1C2=C(NC=N2)C(=O)NC1=O,0.33
CCCCN1C2=C(NC=N2)C(=O)NC1=O,0.84
