SMILES,LogHL
CN(C)NC(=O)CCC(O)=O,-9.373659633
CCNC1=NC(NC(C)C)=NC(OC)=N1,-9.348721986
COC1=NC(NC(C)C)=NC(NC(C)C)=N1,-9.041436117
COC(C)(C)C,-3.231361899
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,-9.26760624
CCCCCCCS,-1.609064893
CNC(=O)ON=CC(C)(C)S(C)=O,-9.013676223
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,-8.472370099
FC(F)(Cl)CCl,-1.148741651
CCC1CCCCC1,-0.522878745
CC12OC1CC1CC2C1(C)C,-3.374687549
OC1=CC=C(C=C1)N=NC1=CC=CC=C1,-9.173925197
OC1=C(Br)C=C(C=C1Br)C#N,-9.879426069
CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N,-4.496209317
NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,-9.477555766
OC(=O)C1=C(Cl)C=CC(Cl)=N1,-8.518557371
CC(C)O[N+]([O-])=O,-2.793174124
CC(F)(Cl)Cl,-1.657577319
OC1CCCCCCCCCCC1,-5.53165267
CC1=CC=CC2=C1CC1=C2C=CC=C1,-4.185086819
ClC1=C(Cl)C=C2OC3=CC(Cl)=C(Cl)C=C3OC2=C1,-4.301029996
CON(C)C(=O)NC1=CC=C(Cl)C=C1,-7.337242168
ClC1=C2C=CC=CC2=C(Cl)C=C1,-3.37675071
COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,-5.661543506
CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-3.536107011
CC(O)COCC1=C(Cl)C(Cl)=CC=C1Cl,-6.313363731
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,-2.327902142
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,-5.698970004
CCNC1=NC(NC(C)C)=NC(Cl)=N1,-8.627087997
COC1=C(Cl)C=CC(Cl)=C1C(O)=O,-9.358525889
NC(=S)C1=C(Cl)C=CC=C1Cl,-10.54363397
CC(C)N(C(=O)CCl)C1=CC=CC=C1,-6.443697499
COC(=O)COC1=C(Cl)C=C(Cl)C=C1,-5.559090918
CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,-6.798602876
CCCSC(=O)N(CCC)CCC,-4.510041521
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,-4.692503962
CC(OC(=O)NC1=CC(Cl)=CC=C1)C#C,-8.064996849
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,-9.394694954
CC1CCCCC1NC(=O)NC1=CC=CC=C1,-10.16813023
CNC.OC(=O)COC1=C(Cl)C=C(Cl)C=C1,-15.33068312
CCSC(=O)N(CC(C)C)CC(C)C,-4.073143291
CCCCCCCCCCN,-4.424812155
CNC(=O)OC1=CC(C)=C(SC)C(C)=C1,-8.928117993
CCCC1CCCC1,-0.046965543
CCOC(=O)CCCCCC(=O)OCC,-6.348721986
ClC1=CC=CC(=C1)C1=CC(Cl)=CC=C1,-3.632644079
ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1,-3.701146924
ClC1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-2.026872146
ClC1=C(C=CC=C1)C1=CC=CC=C1,-3.133122186
ClC1=CC=CC(=C1)C1=CC=CC=C1,-3.212539525
ClC1=CC=C(C=C1)C1=CC=CC=C1,-3.241845378
CC1=C(Cl)C=CC(Cl)=C1Cl,-2.823908741
CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,-6.35261703
COP(=S)(OC)OC1=C(Cl)C=C(Br)C(Cl)=C1,-3.688246139
ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,-4.744727495
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,-8.583359493
CCCCCCCCC1=CC=CC=C1,-1.367542708
CCSC(=O)N1CCCCCC1,-5.387216143
CCCCC(C)CCC,1.001300933
ClC1=C(Cl)C(Cl)(C(Cl)=C1Cl)C1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-4.262807357
ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,-3.136082623
COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1,-7.485452247
CC(=O)OO[N+]([O-])=O,-3.555955204
CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,-5.420216403
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.920818754
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,-6.193820026
CCCCCC=CC=O,-4.13430394
FC1=CC(F)=C(F)C(F)=C1,-1.709965389
ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,-3.090979146
CC1=CC=C(C)C(O)=C1C,-5.404503778
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C=C1,-3.721246399
COP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O,-7.018181393
CNC1=CC=C(NC)C2=C1C(=O)C1=CC=CC=C1C2=O,-9.723538196
NC1=CC=C(N)C2=C1C(=O)C1=C(N)C=CC(N)=C1C2=O,-6.673664139
CN(C)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,-7.181114585
COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1O,-5.161780778
COP(=S)(OC)SCC(=O)N(C)C=O,-9.958607315
CC1=C(C=CC(O)=C1)[N+]([O-])=O,-7.793174124
CCOC1=NC(=NS1)C(Cl)(Cl)Cl,-6.555955204
CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,-7.051098239
CNC(=O)OC1=C(C=CC=C1)C(C)C,-7.872895202
COP(=S)(OC)OC1=CC=C(C=C1)C#N,-5.261219442
CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,-7.002176919
CNC(=O)OC1=CC(C)=CC(C)=C1,-6.742321425
CNC(=O)OC1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C,-7.3400838
COC1=CC(Cl)=C(OC)C=C1Cl,-3.991399828
C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12,-10.45593196
CCC(C)C1=C(OC(C)=O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-6.995678626
CC(=O)NC1=CC=C(C=C1)N=NC1=C(O)C=CC(C)=C1,-10.82390874
FC(Cl)C(F)(F)F,-1.040958608
CCN(CCO)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,-13.07779372
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,-5.53313238
ClC1=C(Cl)C=C(C=C1)C1=CC=CC=C1,-3.853871964
OC1=C(C=C(C=O)C=C1)[N+]([O-])=O,-5.978810701
COO,-5.342944147
CCOO,-5.53165267
CON(C)C(=O)NC1=CC=C(Br)C=C1,-8.508638306
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,-4.337242168
ClC1=C(Cl)C2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl,-5.171340103
O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=C1C=CC=C2,-10.24795155
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,-4.732828272
CC(C)CCC(C)(C)C,0.386855529
CCC(C)C1=CC(=C(O)C=C1)[N+]([O-])=O,-4.019088062
[Na+].[O-]S(=O)(=O)C1=CC(Cl)=CC=C1OC1=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C(Cl)C=C1,-14.08301995
CCOP(=S)(OCC)OP(=S)(OCC)OCC,-5.351639989
ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,-11.43179828
CC=CC(O)=O,-6.368556231
ClC1=CC(Cl)=NC(=N1)C1=CC=CC=C1,-4.970616222
CCC(C)C1=CC=CC=C1OC(=O)NC,-7.228412519
CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1,-7.473660723
CCCCCCCI,-1.411168274
ClC1=CC=C(C=C1)N=NC1=CC=CC=C1,-5.876148359
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(C)(=O)=O)[N+]([O-])=O,-8.152427341
CC=CC#N,-3.950781977
CC1=C(C(O)=CC=C1)[N+]([O-])=O,-5.514278574
CCCCC1=C(O)N=C(N=C1C)N(C)C,-8.598599459
CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,-9.494850022
CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,-10.97469413
COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,-5.425968732
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-9.920818754
CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,-7.42945706
CCCC(C)O,-4.829738285
CN(C)C=NC1=CC=C(Cl)C=C1C,-6.462180905
OCC1=C(OCC(O)=O)C=CC(Cl)=C1,-10.02181948
CC1=C(Cl)C=C(Cl)C(Cl)=C1,-2.823908741
CCC(C)OC,-2.832387327
CNC(=O)\C=C(/C)OP(=O)(OC)OC,-12.18708664
CNC(=O)OC1=C(C=CC=C1)C1OCCO1,-10.83268267
ClC1=CC=C(C=C1)C1=C(Cl)C=C(Cl)C=C1,-3.698970004
C[Se][Se]C,-2.151810883
CC1=CC(O)=C(C=C1Cl)[N+]([O-])=O,-4.559090918
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,-7.924453039
CCCOP(=O)(OCCC)OC1=CC=C(SC)C=C1,-8.540607512
[H][C@@]12[C@@]3([H])C[C@@H](C=O)[C@]4([H])[C@@]3([H])[C@@]3(Cl)[C@]1(Cl)[C@]2(Cl)[C@@]4(Cl)C3(Cl)Cl,-5.378823718
CC(Cl)C(C)Cl,-2.139063379
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-5.772113295
COP(=O)(OC)O\C(C)=C\C(=O)OC(C)C1=CC=CC=C1,-8.237321436
COC(=O)C=C(C)OP(=O)(OC)OC,-10.19449914
CCC(Cl)(Cl)Cl,-2.490797478
CC1=CC(=O)NO1,-8.677780705
NC(=O)C(Br)(Br)C#N,-7.718966633
CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,-6.749579998
CCOC(=O)CCCOC1=C(C)C=C(Cl)C=C1,-7.316052869
COC(=O)NC1=NC2=CC=CC=C2N1,-10.67366414
[H][C@@]12OC=C[C@]1(O)[C@@H]1C[C@H](O2)[C@]2(O[C@@]12C)[C@]1(C)[C@H](O)[C@]2([H])OC[C@@]3([C@@H](C[C@H](OC(=O)C(\C)=C\C)[C@@]4(CO[C@](O)(C(=O)OC)[C@@]14[H])[C@@]23[H])OC(C)=O)C(=O)OC,-13.00656377
COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,-10.8068754
ClC1=C(C=CC=C1)C1=C(Cl)C=CC=C1,-3.638272164
CCOP(=S)(OCC)SCSC(C)(C)C,-4.619788758
CC1=CC=CC(=C1O)[N+]([O-])=O,-4.473660723
CCCSP(=O)(OCC)SCCC,-6.790484985
CON(C)C(=O)NC1=CC(Cl)=C(Br)C=C1,-8.358525889
CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,-7.333482019
CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1,-9.772113295
COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,-12.075204
CCC1=CN=CC=N1,-5.610833916
CCC(C)N,-3.815308569
CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,-5.821023053
CC(=O)C=CC1=C(C)CCCC1(C)C,-4.092051478
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,-9.075204004
CN(C)C(=O)NC1=CC(Cl)=C(C)C=C1,-9.841637508
ClC1=CC(Cl)=C(C=C1Cl)C1=CC=CC=C1,-3.698970004
ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1Cl,-3.698970004
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,-8.079876674
OCCO[N+]([O-])=O,-7.588380294
ClC1=CC=CC(=C1Cl)C1=CC=CC=C1,-3.638272164
ClC1=CC=C(C=C1)C1=C(Cl)C=CC(Cl)=C1,-3.721246399
CNC(=O)ON=C(C)SC,-10.70553377
CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,-9.119186408
CN(C)C(CSS(=O)(=O)C1=CC=CC=C1)CSS(=O)(=O)C1=CC=CC=C1,-5.920818754
CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,-11.30715308
COP(=S)(OC)OC1=CC(Cl)=C(I)C=C1Cl,-5.348721986
CC(C)OC(=O)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,-6.335358024
CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2,-9.253365801
CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl,-7.138465589
COC1=C(Cl)C=C(NC(=O)N(C)C)C=C1,-7.844663963
ClC1=C(Cl)C(Cl)=C2C=CC=CC2=C1Cl,-3.623423043
CC(O)CO[N+]([O-])=O,-7.037630664
CC(CO)O[N+]([O-])=O,-6.653647026
CN1C(=O)ON(C1=O)C1=CC=C(Cl)C(Cl)=C1,-6.640164518
CCCCCCO[N+]([O-])=O,-2.826813732
CSC1=NN=C(C(=O)N1N)C(C)(C)C,-9.931814138
CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C,-3.8569852
CCOP(=O)(OCC)N=C1SCS1,-10.38615818
COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)C1=CC=CC=C1,-5.576754126
CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,-11.59006688
CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,-8.91721463
CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,-7.408935393
CCNC1=NC(SC)=NC(NC(C)C(C)C)=N1,-8.026410377
CC(C)NC1=NC(Cl)=NC(NC2CC2)=N1,-8.886056648
CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,-9.073143291
CNC(=O)ON=C(SC)C(=O)N(C)C,-9.625251654
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,-7.292429824
CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)N(CC)CC,-4.493494968
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,-6.772113295
COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,-8.91721463
CCCCC1=C(O)N=C(NCC)N=C1C,-8.435333936
CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,-8.010105436
CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,-7.315154638
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-8.350665141
CCCOC(=O)NCCCN(C)C,-8.829738285
COC1=NC=CN=C1CC(C)C,-4.310691141
CC1=C(C=CO1)C(=O)NC1=CC=CC=C1,-9.401209493
CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2,-8.661543506
CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12,-7.673664139
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,-7.209714836
CCSC(=O)COC1=C(C)C=C(Cl)C=C1,-4.655607726
ClC1=CC=CC(=C1)C1=C(Cl)C=CC=C1,-3.602059991
N/A,-3.66756154
CCC1=C(OC)N=CC=N1,-4.832682665
CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,-5.167491087
CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,-7.415668776
CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,-7.432973634
CCNC1=NC(OC)=NC(NC(C)CC)=N1,-8.457174573
CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-3.537602002
CCCCCCCCN1SC=CC1=O,-7.684029655
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,-8.417936637
FC(F)OC(Cl)C(F)(F)F,-1.542118103
"C*.C*.CCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCCC |c:16,18,t:14,lp:13:2,15:2,23:2,24:2,m:1:5.6.7.8.9.10.11.12,3:25.26.27.28.29.30.31.32|",-5.954677021
CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,-9.46470588
ClC1=C(Cl)C(Cl)=C(Cl)C2=C1COC2=O,-8.492144128
"C*.C*.CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC |c:14,16,t:12,lp:11:2,13:2,21:2,22:2,m:1:23.24.25.26.27.28,3:10.9.8.7.6.5|",-4.503070352
CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,-6.573488739
CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-5.8569852
CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.056011125
CCON=C(OC(=O)C1=CC=CC=C1)C1=C(OC)C=CC(Cl)=C1OC,-7.268411235
CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,-6.154281982
ClC1=C(Cl)C=C2OC3=CC=CC=C3OC2=C1,-4.1837587
CCSCC1=C(OC(=O)NC)C=CC=C1,-8.93930216
COP(=O)(NC(C)=O)SC,-12.30016227
ClC1=C(Cl)C2=C(OC3=CC=CC=C3O2)C(Cl)=C1Cl,-4.698970004
CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,-7.317854924
ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1,-3.540607512
ClC1=CC(Cl)=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,-3.920818754
ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=C(Cl)C=C1,-4
ClC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,-5.026872146
ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,-3.083546051
ClC1=CC=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,-4
CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,-4.935542011
CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1,-5.005682847
ClC1=CC=CC(Cl)=C1C1=CC=CC=C1,-3.638272164
CCCN(CCCl)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-4.823908741
ClC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,-3.552841969
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC=CC=C1,-2.987162775
ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=CC=CC=C1,-3.647817482
CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-5.306273051
CCNC1=NC(OC)=NC(NC(C)(C)C)=N1,-8.341035157
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,-3.954677021
ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C=C1Cl,-2.600326279
CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,-9.920818754
CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,-9.950781977
CCN(CC)C(=O)SCC1=CC=CC=C1Cl,-5.882728704
CNC(=O)ON=C(C)C(C)SC,-9.244125144
CNC(=O)ON=C(C)C(C)S(C)(=O)=O,-11.55284197
ClC1=CC(=C(Cl)C=C1)C1=CC=CC=C1,-3.552841969
ClC1=CC(=CC(Cl)=C1)C1=CC=CC=C1,-3.657577319
ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1,-3.638272164
ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,-4.638272164
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,-4.677780705
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,-5
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,-5.045757491
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,-6.585026652
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,-8.337242168
CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,-5.785156152
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,-8.586700236
COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12,-10.84466396
ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=CC=C1,-3.016373713
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC(Cl)=C1,-3.698970004
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,-5
"Cl*.Cl*.Cl*.Cl*.Cl*.O1C2=CC=CC=C2OC2=C1C=CC=C2 |c:8,10,14,17,19,t:6,lp:0:3,2:3,4:3,6:3,8:3,10:2,17:2,m:1:21.20,3:15.14.13.12,5:23.22.21.20.15.14.13.12,7:23.22.21.20.15.14.13.12,9:23.22.21.20.15.14.13.12|",-5.657577319
CCOP(=S)(NC(C)CC)OC1=C(C=CC(C)=C1)[N+]([O-])=O,-4.351639989
ClC1=CC(Cl)=C(C=C1)C1=CC=CC(Cl)=C1Cl,-3.853871964
CCCCCCCCCCCCCCCCO,-4.332547047
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,-8.505845406
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC=C1,-3.602059991
ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=CC=C1,-3.698970004
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,-4.045757491
ClC(Cl)C(=O)N(CC=C)CC=C,-6.482804102
CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1,-7.125518182
CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1,-6.207608311
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1Cl,-3.920818754
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,-4.107905397
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,-4.13076828
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,-2.860120914
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,-4.356547324
ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,-4.886056648
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1,-3.844663963
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,-4.055517328
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,-4.853871964
ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1,-3.638272164
ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,-3.698970004
ClC1=CC=CC(=C1Cl)C1=C(Cl)C=CC=C1,-3.698970004
ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=CC=C1,-3.698970004
ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=CC=C1,-3.795880017
ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=CC=C1,-3.853871964
ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C=CC=C1,-3.795880017
ClC1=CC(=CC=C1)C1=CC(Cl)=CC(Cl)=C1,-3.769551079
ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,-4
ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC=C1,-4
ClC1=CC2=C(OC3=CC=C(Cl)C=C3O2)C=C1,-4.679853714
ClC1=C2OC3=C(C2=C(Cl)C(Cl)=C1Cl)C(Cl)=C(Cl)C(Cl)=C3Cl,-5.723538196
CNC(=O)ON=C(CSC)C(C)(C)C,-8.027334408
ClC1=C(Cl)C=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,-5.403402904
ClC1=CC=CC2=C1OC1=CC=CC=C1O2,-4.2069084
ClC1=CC2=C(OC3=CC=CC=C3O2)C=C1,-4.93930216
ClC1=CC(Cl)=C(Cl)C2=C1OC1=CC=CC=C1O2,-4.444905551
ClC1=CC=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,-5.588380294
ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,-4.698970004
CC(C)(C)C1=NN(C(=O)O1)C1=C(Cl)C=C(Cl)C(OCC#C)=C1,-7.642065153
ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-4.769551079
CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,-4.785156152
COC(C)(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OC(C)C,-5.161780778
CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,-7.655607726
CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,-12.0209071
ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-4.698970004
ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-3.928117993
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1,-3.853871964
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=CC(Cl)=C1,-3.677780705
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=CC=C1Cl,-3.739928612
ClC1=CC(=CC(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,-4.045757491
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC=C1,-4.13076828
CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,-7.847711656
CC1=C2N3C=NN=C3SC2=CC=C1,-10.50723961
CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,-6.283162277
COC(=O)C1=C(C=CC(OC2=CC=C(Cl)C=C2Cl)=C1)[N+]([O-])=O,-6.966576245
CC1=CC=C(NC(=O)NC(C)(C)C2=CC=CC=C2)C=C1,-9.000869459
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-5
CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,-6.086186148
