,SMILES,Kow
5248,C(C1=NNN=N1)C1=CC=CC=C1,1.36
5249,O=C(COC1=CC=CC=C1)N1CCOCC1,0.74
5250,O[C@H]1C[C@@]2(COC(=O)C(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12)C=C,0.31
5251,COC(=O)NC1=CC=CC(=C1)C(F)(F)F,2.74
5252,CCC1=C(C(N)=NC(N)=N1)C1=CC(Cl)=C(Cl)C=C1,3.03
5253,CC(=O)NC1=NNC(C)=CC1=O,-0.89
5254,CC1=CC(O)=C(N)N=N1,-0.85
5255,COC1=NC(C)=NC(=C1)N1NC(C)=CC1=O,0.72
5256,CC1=CC(=O)N(N1)C1=NC(C)=NC(C)=C1,0.89
5257,CC1=C(C(=S)SS1)C1=CC=CC=C1,3.17
5258,CN=C(O)OC1=CC(C)=CC(=C1)C(C)(C)C,3.35
5259,O=C1C(NC2=CC=CC=C2)=C(C(=O)C2=CC=CC=C12)S(=O)(=O)C1=CC=CC=C1,3.38
5260,CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2,2.64
5261,COC1=CC(C)=NN1C1=NC(OC)=CC(C)=N1,1.26
5262,COC1=CC(C)=NN1C1=NC=NC=C1,0.5
5263,COC1=CC(C)=NN1C1=CC(OC)=NC=N1,1.53
5264,COC1=CC(C)=NN1C1=NC(C)=CC(C)=N1,0.73
5265,CC1=CC(O)=NN1C1=NC=NC=C1,1.4
5266,OC(=O)CC1=CC=CC=C1I,2.33
5267,OC(COC1=CC=CC=C1)=NC1=CC=CC=C1,2.73
5268,S=C=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=C=S,5.5
5269,[O-][N+](=O)C1=C(Cl)C=C(Cl)C=C1Cl,3.69
5270,C1CN(CCO1)C1=NC=NC2=C1SC=C2,1.65
5271,NC1=C(C#N)C2=CC=CC=C2S1,2.17
5272,O=S1(=O)N=C(NC2=CC=CC=C12)C1=CC=CC=C1,1.78
5273,CSC1=NN=C(C)C(=O)N1N,-0.16
5274,COC1=NN=C(C(C)C)C(=O)N1N,-0.06
5275,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,3.73
5276,CN(C(=O)COC1=CC=CC=C1)C1=CC=CC=C1,2.25
5277,CC1=CC=CC(C)=C1N=C(O)CN,0.41
5278,CC1=NC(=C(Br)N1)[N+]([O-])=O,1.14
5279,CC1=C[C@H](O)[C@H]2C[C@@H]1C2(C)C,3.16
5280,CNC1CC2CCC1C1=CC=CC=C21,2.68
5281,CN(C)C(=O)CC1=CC=CC=C1,1.48
5282,CCC(C)C#N,1.05
5283,CC(C)N=C(O)C1=CN=CC=C1,0.59
5284,CCCOC1=CC=C(O)C=C1,2.33
5285,CCCCCOC1=CC=C(O)C=C1,3.5
5286,CCCCOC1=CC=CC(O)=C1,3.03
5287,CCCCCOC1=CC=CC(O)=C1,3.63
5288,ClC1=CC(Cl)=C(\C=C\N(=O)=O)C=C1,3.26
5289,CCO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-2.28
5290,[Br-].C[N+](C)(C)CC1=CC=CC=N1,-3.4
5291,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,3.73
5292,COC1=CC(=CC(OC)=C1)C1C(=O)C2=CC=CC=C2C1=O,2.86
5293,FC(F)(F)C1=CC=CC(=C1)C1C(=O)C2=CC=CC=C2C1=O,3.78
5294,OCC1=C(F)C=CC=C1F,1.12
5295,COC1=NN=CC=C1,0.08
5296,NC1=NN=CC2=CC=CC=C12,0.82
5297,[Br-].C[N+](C)(C)CC1=CC=NC=C1,-3.95
5298,CC1=CC=CC(C)=C1C#[N+][O-],2.74
5299,CC1=CC(Br)=CC(C)=C1C#[N+][O-],3.63
5300,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,-1.8
5301,[O-][N+](=O)C1=C(N=CN1)[N+]([O-])=O,0.65
5302,CN1C=NC(=C1[N+]([O-])=O)[N+]([O-])=O,0.41
5303,CC1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,0.77
5304,CN1C(C)=NC(=C1[N+]([O-])=O)[N+]([O-])=O,0.49
5305,OCC(CO)(CO)CBr,-0.7
5306,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C1C=CC2=O,0.3
5307,CCC1=NNC(=O)NC1=O,0.22
5308,CC(N(C)C)C(O)=NC1=C(C)C=CC=C1C,1.53
5309,OC(=O)C1=C(NC2=CC=CC=C2)C=C(Cl)C=C1,4.25
5310,CC(=O)NC1=CC(I)=CC=C1,2.64
5311,CC(C)C1=CC=CC=C1N=C(C)O,1.71
5312,CC(C)(C)C1=CC=CC=C1OCC(O)=O,3.33
5313,NC1=CC=C2NN=CC2=C1,0.65
5314,OCC(=O)NCC1=CC=CC=C1,0.55
5315,CC(C)NCC(O)COCC1=CC=CC=C1,1.62
5316,COC1=NC=CC(=C1)C(=O)NN,-0.1
5317,CCN(CC)C1=NC=CC(=C1)C(O)=NN,1.12
5318,CN1C=CC=C(O)C1=O,-0.4
5319,NS(=O)(=O)C1=C(Br)C=C2NC=NS(=O)(=O)C2=C1,0.0
5320,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,-0.35
5321,CCCS(=O)(=O)CCN1C(C)=NC=C1N(=O)=O,0.23
5322,CC1=NC=C(N1CCS(C)(=O)=O)N(=O)=O,-0.82
5323,CC(C)S(=O)(=O)CCN1C(C)=NC=C1N(=O)=O,0.13
5324,CC1=C(Cl)C=CC(Cl)=C1,3.97
5325,CC(=O)C(=CC1=CC=CC=C1C)C(C)=O,1.98
5326,CC(=O)C(=CC1=CC=C(Cl)C=C1)C(C)=O,2.32
5327,CCOC(=O)C(=CC1=CC=C(Cl)C=C1)C(C)=O,3.04
5328,NC(=O)C(=CC1=CC=CC=C1)C(N)=O,-0.13
5329,COC(=O)CC1=CC=CS1,1.51
5330,COC(=O)C1=CC(O)=CC=C1,1.89
5331,ClC1=CC2=C(NC=NS2(=O)=O)C=C1,1.07
5332,ClC1=CC2=C(C=C1)S(=O)(=O)NC=N2,1.01
5333,CNC1CCC2=CC=CC=C2C1,2.38
5334,S=C=NCC1=CC2=CC=CC=C2C=C1,4.42
5335,CCOC(=O)N1C2=CC=CC=C2N=C1C1=CSC=N1,2.51
5336,CNP(=O)(OC)OC1=CC=C(C=C1)C(C)(C)C,2.71
5337,CNP(=O)(OC)OC1=CC=CC(=C1)C(C)(C)C,2.65
5338,CC(=O)NC1=CC=CC=C1I,1.62
5339,CCOC(=O)C(C(=O)OCC)=C1SCCS1,2.45
5340,CNP(=O)(OC)OC1=CC=CC=C1Cl,1.61
5341,CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl,4.8
5342,CNP(=O)(OC)OC1=CC=C(Cl)C=C1,1.85
5343,CNC(=O)[C@@H](NC(C)=O)C(C)C,-0.35
5344,COC(=O)C(C(=O)OC)=C1SCCS1,1.51
5345,[O-][N+](=O)C1=CC2=C(CCN2)C=C1,1.92
5346,CC(C)NCC1=CN=CC=C1,0.82
5347,CCCNCC1=CN=CC=C1,0.9
5348,CCNCCC1=CN=CC=C1,0.54
5349,ClC1=CN=C(Cl)C=N1,1.58
5350,O1N=C(C(=N1)C1=CC=CC=C1)C1=CC=CC=C1,3.83
5351,CNC1=NC2=CC=CC=C2O1,1.82
5352,[O-][N+](=O)C1=C2C=CC=C(F)C2=[N+]([O-])C=C1,1.0
5353,CCN1CCCCCC1=O,0.65
5354,S=C1C=CNC=C1,0.2
5355,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,1.51
5356,COC1=CC=CC=C1NS(=O)(=O)C1=CC=C(N)C=C1,1.56
5357,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1Cl,2.0
5358,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1N(=O)=O,2.11
5359,N#CC1=NC=CN=C1,-0.01
5360,OC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=CC=C2O1,3.31
5361,OC1=NC(C(=O)C1)C1=CC=CC=C1,0.48
5362,CC1=CC=C(C=N(=O)C2=CC=CC=C2)C=C1,2.41
5363,OC[C@@H](N=C(O)C(Cl)(Cl)Cl)[C@H](O)C1=CC=C(C=C1)N(=O)=O,1.97
5364,COC1=C(Cl)C=C(NC(=O)N(C)C)C=C1,1.64
5365,CCNC(C)C,0.93
5366,CC12CC3CC(C)(C1)CC(N)(C3)C2,3.28
5367,ClC1=C(Cl)C(Cl)=C2C=CC=CC2=C1Cl,5.75
5368,CC1=CC(C(O)=NS(=O)(=O)C2=CC=C(N)C=C2)=C(C)C=C1,2.19
5369,CC1=NC2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)N1,1.51
5370,CCCCCCCCCCCC1=CC=CC=C1O,7.17
5371,CCCCCCCCCCCC1=CC(O)=CC=C1,6.98
5372,CCCCCCCCCCCC1=CC=C(O)C=C1,7.18
5373,ClC(Cl)(Cl)CC(=C)C1=CC=CC=C1,4.56
5374,C\C=C(\C)C(=O)O[C@@H]1CC(=C)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,1.69
5375,ClCC(=O)NC1=CC(Cl)=C(Cl)C=C1,3.29
5376,CNCC1=CN=CC=C1,0.39
5377,CCCCNCC1=CN=CC=C1,1.34
5378,CC(C)N(CC1=CN=CC=C1)C(C)C,2.27
5379,NCCC1=CN=CC=C1,-0.11
5380,CN(C)CCC1=CN=CC=C1,0.82
5381,C(CC1=CN=CC=C1)N1CCCC1,1.34
5382,CCN(CC)CCC1=CN=CC=C1,1.23
5383,CCCCNCCC,2.12
5384,NC1=NC(=O)C2=CC=CC=C2N1,0.6
5385,CCCC(CC)C(O)=O,2.23
5386,COC1=CC=CC=C1\N=N\N(C)C,2.34
5387,CN(C)\N=N\C1=CC=CC=C1Cl,3.03
5388,CN(C)\N=N/C1=CC=CC(C)=C1,2.85
5389,CN(C)\N=N\C1=CC=CC(Cl)=C1,3.44
5390,CN(C)\N=N\C1=CC(=CC=C1)N(=O)=O,2.75
5391,CN(C)\N=N\C1=CC=CC(=C1)C(O)=O,2.03
5392,O=C\C=C\C#CC#CC1=CC=CC=C1,3.09
5393,[H][C@]1(CO)O[C@@]([H])(OC2=CC=C(C)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,-0.16
5394,CC(C)C1=CC=CC(=C1)C1=CC=CC=C1,5.33
5395,COC1=CC=C(CC2=CN=C(N)N=C2N)C=C1,1.34
5396,COC1=CC(CC2=CNC(=N)NC2=N)=CC(Cl)=C1OC,1.92
5397,CCCCCCCCCCCC(=O)OCC(CC)CCCC,8.03
5398,NC(=S)C1=CC=CS1,1.34
5399,CCOC1=CC=CC=C1C(=O)N1CCCCC1,2.6
5400,CC(=O)NC1=CC=C(C=C1)C(C)(C)C,3.05
5401,CCCC1=CC=C(C=C1)N=C(C)O,2.75
5402,COC1=CC(OC)=CC(CC2=CN=C(N)N=C2N)=C1,1.57
5403,CC(C)N(C(C)C)C(=O)C1=CC=CC=C1,2.5
5404,OC1=C(Cl)C(Cl)=C(C=C1Cl)N(=O)=O,3.93
5405,CN=C(O)O\N=C(\C)C(C)(C)N(=O)=O,0.66
5406,O=S1(=O)NC(=NC2=CC=CC=C12)C1CCCC1,1.83
5407,O=S1(=O)N=C(CC2=CC=CC=C2)NC2=CC=CC=C12,1.89
5408,CCOC(=O)C(=C\C1=CC(OC)=C(OC)C=C1)\C(C)=O,2.02
5409,C\C=C(\C)C(=O)OC1CC(O)(CCl)C2C(OC(C)=O)C=C(C)C2(O)C2OC(=O)C(=C)C12,1.42
5410,CC(=O)\C=C\C1=CC=C(Br)C=C1,3.03
5411,OCCOCCOC(=O)C1=CC=CC=C1,1.16
5412,CCCCNC(=O)NN,-0.6
5413,CCCN(CC)CCC,2.68
5414,COC(=O)NC1=C(C)C=CC=C1C,1.69
5415,CCCCC1=CC=C(C=C1)C(O)=O,3.97
5416,COC(=O)NC1=CC=CC=C1Cl,2.16
5417,CCN(CC)CCN(C=O)C1=C(C)C=CC=C1C,3.21
5418,NC(CC1=CNC2=CC=CC=C12)C(O)=NC(CC1=CNC2=CC=CC=C12)C(O)=O,-0.27
5419,O[C@@H]1[C@H](OC2=CC(O)=CC=C2C1=O)C1=CC(O)=C(O)C=C1,0.87
5420,COC1=CN=NC=C1,-0.31
5421,NC1=CN=NC=C1,-0.53
5422,COC1=CC=CC(\C=C\C(C)=O)=C1,2.27
5423,CC(=O)\C=C\C1=CC(Cl)=CC=C1,2.81
5424,CC(=O)\C=C\C1=CC=CC=C1Cl,2.85
5425,CC1=CC(OC2OC(CO)C(O)C(O)C2O)=CC(C)=C1,0.26
5426,CC(C)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C(C)C=C1,1.07
5427,OCC1OC(OC2=CC=CC(=C2)C(F)(F)F)C(O)C(O)C1O,0.49
5428,CNC(=O)NC1=CC(Cl)=C(OC)C=C1,1.76
5429,[H][C@]1(CO)O[C@@]([H])(OC2=CC=C(N)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,-2.67
5430,OC1=CC=C(CC2N=C(O)C(CC3=CNC4=CC=CC=C34)N=C2O)C=C1,1.05
5431,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,1.26
5432,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(C)=O)C(O)=C3C(=O)C2=CC=C1,1.83
5433,CCC1=CC(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC=C1,0.31
5434,CC(C)(C)C1=CC(OC2OC(CO)C(O)C(O)C2O)=CC=C1,1.01
5435,OC[C@H]1OC(OC2=CC=C(I)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,0.75
5436,[H][C@]1(CO)O[C@@]([H])(OC2=CC=CC(=C2)N(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,-0.51
5437,CN(C)CC1=C(C)C=CO1,1.63
5438,CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)C(C)=O,0.12
5439,N#CCC1=CC=CS1,1.26
5440,O=NN1CCCCCCC1,1.48
5441,O=NN1CCCCCCCC1,2.04
5442,CNC(=O)NC1=CC(Cl)=CC=C1,2.18
5443,CN(C)C(=O)NC1=CC=CC(Br)=C1,2.19
5444,C1CN(CCN1)C1=NC=CC=N1,0.49
5445,CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(OC(C)=O)C4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C,2.29
5446,OC(=O)C1=CC=CC=C1NC1=CC(O)=CC=C1,3.49
5447,CSC1=NN=C(CCC(C)C)C(=O)N1N,1.85
5448,CSC1=NN=C(C2CCCCC2)C(=O)N1N,2.14
5449,CCCCCCC1=NN=C(SC)N(N)C1=O,2.68
5450,CNC1=NN=C(C(C)C)C(=O)N1N,0.3
5451,CSC1=NN=C(C2CCCCO2)C(=O)N1N,0.38
5452,CCC1=NN=C(SC)N(N)C1=O,0.46
5453,CCCC1=NN=C(SC)N(N)C1=O,0.93
5454,CSC1=NN=C(C(C)C)C(=O)N1N,1.01
5455,CSC1=NN=C(CC(C)C)C(=O)N1N,1.39
5456,CSC1=NN=C(C(=O)N1N)C(C)(C)C,1.7
5457,CC1=NC=C(N1CCON(=O)=O)N(=O)=O,0.81
5458,CN1C(C)=NC(=C1Br)[N+]([O-])=O,0.44
5459,CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C,5.7
5460,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,1.73
5461,CN(C)C1=NC2=CC=CC=C2C=C1,2.81
5462,COC(=O)C(CC1=CC=CC=C1)N=C(C)O,0.92
5463,CC1=NC=C(C=C1)[N+]([O-])=O,0.99
5464,CC1=NC(=NC(N)=N1)C(Cl)(Cl)Cl,1.77
5465,CCN(CC)CCC(O)=NC1=C(C)C=CC=C1C,2.21
5466,CCN(CC)CCCC(=O)NC1=C(C)C=CC=C1C,2.06
5467,CN(C)CC(=O)NC1=C(C)C=CC=C1C,0.94
5468,[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,3.52
5469,NC(=O)C1=C(NC=N1)\N=N\N(CCO)CCO,-1.09
5470,COC1=CC(CC2=CNC(=N)NC2=N)=CC(OC)=C1O,0.37
5471,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,4.19
5472,COC1=CC=C(C=C1)N1C(N)=NC(N)=NC1(C)C,0.4
5473,CC1=C(C(O)=O)C(Cl)=CC=C1,2.31
5474,CC(=O)NC1=C(C)C=CC=C1Cl,1.22
5475,CC(=O)NC1=NC=CN=C1,-0.03
5476,CCNC(=O)C1=CC=CO1,0.61
5477,CCC1(N(C(=O)N=C1O)S(=O)(=O)C1=CC=CC=C1)C1=CC=CC=C1,2.44
5478,O=C1NC(=O)C(N1S(=O)(=O)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,4.04
5479,OC1=NC(=O)N(C1(C1=CC=CC=C1)C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)N(=O)=O,4.04
5480,CN1C(C)=NC(Br)=C1[N+]([O-])=O,0.87
5481,CN(C)\N=N\C1=NNC=C1C(O)=N,-0.12
5482,[H][C@@]12CC[C@H](O)[C@@]1(C)CC(OC)[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],2.72
5483,CN(N=O)C(=O)NC1=CC=CC=C1,1.72
5484,N#CSCSC1=NC2=CC=CC=C2S1,3.3
5485,S=C1CCCCCCCN1,1.44
5486,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O,-1.15
5487,COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)C1=CC=CC=C1,6.31
5488,NC(N)=NC(=O)NC1=CC(Cl)=C(C=C1)C#N,1.9
5489,CCCCCCCCCCCC1=C(O)C(O)=CC=C1,6.3
5490,NC(=N)NC(O)=NC1=CC(Cl)=C(Cl)C=C1,2.39
5491,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,2.22
5492,[I-].C[N+](C)(C)CC1CCCC1,-2.0
5493,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,2.24
5494,CC(=O)OC(C1=CC(Cl)=C(Cl)C=C1)C(Cl)(Cl)Cl,4.92
5495,OC(COCC=C)CN1C=CN=C1N(=O)=O,0.4
5496,OC(COCC(F)(F)F)CN1C=CN=C1N(=O)=O,0.52
5497,COCC(=O)CN1C=CN=C1N(=O)=O,-0.26
5498,OC(COC1=CC=CC=C1)CN1C=CN=C1N(=O)=O,1.43
5499,COC1=CC(CC2=CNC(=N)NC2=N)=CC(OC)=C1OCC1=CC=CC=C1,2.46
5500,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,2.2
5501,CCOC(=O)N1C=C(F)C(=O)NC1=O,-0.17
5502,CCOP(=S)(OCC)OC1=CC(Cl)=C(SC)C=C1,5.06
5503,COC1=CC=CC(OC)=C1C(O)=N,-0.22
5504,O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1,3.55
5505,[H][C@]12C[C@]3(C)O[C@@H]3[C@@]3([H])OC(=O)C(=C)[C@]3([H])[C@@H](CC(=C1)C(=O)O2)OC(=O)C=C(C)C,1.05
5506,[O-][N+](=O)C1=CC2=CC=CC=C2N=N1,0.73
5507,O=C1NC(=O)C(C(=O)N1)(C1=CC=CC=C1)C1=CC=CC=C1,1.96
5508,NC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-0.02
5509,CSC1=NC=CN=C1,1.17
5510,CSC1=NC2=CC=CC=C2N=C1,2.79
5511,NS(=O)(=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1.73
5512,CNC(=O)OC1=CC=C(C=C1)C(=O)OC,1.5
5513,CCC1=CC(OC)=C(CC(C)N)C=C1OC,2.81
5514,OC(CN1CCCCC1)=NC1=CC(Cl)=C(Cl)C=C1,3.65
5515,CCCCOC(=O)\C=C\C1=CC(O)=C(O)C=C1,3.53
5516,NNC(=O)C1=CC2=C(OCO2)C=C1,1.16
5517,BrC1=COC=C1,2.18
5518,OC(=O)COC1=CC=C(C=O)C=C1,0.79
5519,CC(=O)C1=NC=CN=C1,0.2
5520,NC1(CC1)C(O)=O,-2.78
5521,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,3.12
5522,OC(=O)CC1=CC=C(OCC=C)C(Cl)=C1,2.48
5523,ClC1CC(Cl)C(Cl)C(Cl)C1Cl,3.53
5524,CNC(=O)NC1=CC(Cl)=C(C)C=C1,2.61
5525,CCOC(=O)CN=C(O)CCCCSC1=NC=NC2=C1N=CN2,0.91
5526,CCOC(=O)CNC(=O)CNC(=O)CCCCSC1=NC=NC2=C1NC=N2,0.5
5527,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O,3.18
5528,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,3.23
5529,O=C1NC(=O)C(C(=O)N1)C1=CC=CC=C1,-0.17
5530,CC(C)C1=NN=C(S)N(N)C1=O,1.22
5531,CN1N=NC2=CC=CC=C2C1=O,0.84
5532,CN1C2=CC=C(Cl)C=C2N(C2=CC=CC=C2)C(=O)CC1=O,2.12
5533,ClC1=CC=CC=C1C(=O)N1CCCCC1,2.8
5534,CCCCCCC(=O)NN,0.97
5535,CC(N)CCC1=CC=CC=C1,2.12
5536,CC(CN1CCCCC1)C(=O)C1=CC=CC=C1,3.51
5537,CN(C)C1=C(O)C=C(C)N=N1,0.24
5538,CC1=CC(=O)C(=O)NN1,-0.3
5539,CCOC(=O)C(=CC1=CC=C(C=C1)[N+]([O-])=O)C(=O)OCC,3.03
5540,CCOC(=O)C(=CC1=CC=C(Br)C=C1)C(=O)OCC,4.02
5541,NC(=O)CCOC1=CC=CC=C1,0.8
5542,CC(=O)NC1=CC2=C(C=C1)N=CC=C2,1.55
5543,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,4.44
5544,[O-][N+](=O)C1=CC2=C(C=C1)C1=CC=CC3=C(C=CC2=C13)[N+]([O-])=O,4.44
5545,OC1=CC=CC=C1C(=O)C1=CC=NC=C1,2.13
5546,O=C1CC(=O)C(O1)C1=CC=CC=C1,1.47
5547,CC1=CC=CC=C1C(=N)C1=CC=CC=C1,3.21
5548,CC1=CC=CC=C1C(=N)C1=CC=CC=C1C,3.31
5549,CC1=CC=CC(C)=C1C(=N)C1=CC=CC=C1,3.53
5550,CCC1=C(O)C(=O)C=C(C)O1,1.07
5551,CC(C)NCC(O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C,2.66
5552,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,-1.34
5553,CC1=NS(=O)(=O)C2=C(N1)C=CC=C2Cl,0.62
5554,BrC1=CC(Br)=C(NC2=NCCN2)C(Br)=C1,2.54
5555,CCCC(=O)N1CCCC1=O,1.18
5556,NC(=O)C1=CC(Br)=CC=C1,1.65
5557,FC(F)(F)S(=O)(=O)NC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,4.28
5558,FC(F)S(=O)(=O)NC1=CC=CC(=C1)C(=O)C1=CC=CC=C1,2.86
5559,CCCCOC(=O)C1=CC(=O)NC(=O)N1,1.06
5560,CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,1.7
5561,COC(=O)C1=CC=C(C=C1)S(N)(=O)=O,0.64
5562,COC(=O)CN1C=CN=C1[N+]([O-])=O,-0.09
5563,CC(=O)NC1=CC=C(C=C1)S(C)(=O)=O,0.58
5564,[Na+].[O-]C(=O)C(F)(F)C(F)F,1.32
5565,CC(=O)NC1=CC(C)=C(O)C(C)=C1,1.11
5566,NC(=O)CN1C=CN=C1[N+]([O-])=O,-1.22
5567,COC(=O)C1=CSC=C1,1.76
5568,SC1=NCCCCCC1,1.0
5569,CCNC1=NC(SC)=NC(NC(C)C(C)C)=N1,3.9
5570,CCNC1=NC(NC2CC2)=NC(Cl)=N1,2.17
5571,CC(C)NC1=NC(Cl)=NC(NC2CC2)=N1,3.06
5572,[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1,0.91
5573,OCCOCCOCCOC(=O)C1=CC=CC=C1,1.09
5574,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,0.9
5575,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,4.49
5576,CCN(CC)CCC(=O)NC1=CC=C(N)C=C1,0.8
5577,OC=NC(=O)C1CCC1,-0.7
5578,CC(O)=NC1=CC=CC(Cl)=C1Cl,2.09
5579,N#CC1=CC2=NC=CN=C2C=C1,1.01
5580,FC(F)(F)CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1,3.97
5581,CN(C)C1=NN=C(C2=CC=CC=C2)C2=CC=CC=C12,3.22
5582,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,1.7
5583,CNC(=O)ON=C(SC)C(=O)N(C)C,-0.47
5584,COC1=CC=CC(NC(O)=NC)=C1,1.26
5585,NS(=O)(=O)C1=CC2=C(C=C1)N=CNS2(=O)=O,-0.7
5586,NS(=O)(=O)C1=CC2=C(C=C1C(F)(F)C(F)(F)F)N=CNS2(=O)=O,1.05
5587,NS(=O)(=O)C1=C(C=C2N=CNS(=O)(=O)C2=C1)N(=O)=O,0.08
5588,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1,-0.52
5589,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Br,0.08
5590,CC(C)(C)C1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1,0.36
5591,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1,1.24
5592,NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1,0.51
5593,NS(=O)(=O)C1=C(C=C2NCNS(=O)(=O)C2=C1)N(=O)=O,0.2
5594,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,4.5
5595,O=C1NC(=O)C(CC2=CC=CC=C2)(CC2=CC=CC=C2)N1,2.46
5596,CC1=C(NC2=CC=CC=C2CC(O)=O)C(Cl)=CC=C1,4.37
5597,CSC1=CC2=C(C=C1)N(C)C(=O)CN=C2C1=CC=CC=C1,2.95
5598,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(=O)CO)C(O)=C3C(=O)C2=CC=C1,1.27
5599,CC(C)N1CCOC(C1)C1=CC=CC=C1,2.3
