,SMILES,WS_value,LogWS
843,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,115.0,2.06069784
844,COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,155.0,2.190331698
845,Cc1cc(c(O)cc1)[N+]([O-])=O,633.0,2.80140371
846,COC(=O)c1ccccc1O,700.0,2.84509804
847,OC(C(=O)c1ccccc1)c1ccccc1,300.0,2.477121255
848,O=C(c1ccccc1)c1ccccc1,137.0,2.136720567
849,C1CCCc2ccccc21,47.0,1.672097858
850,c1[n]ccc2ccccc21,4520.0,3.655138435
851,CNc1ccccc1C(O)=O,200.0,2.301029996
852,COc1cc(ccc1N)-c1cc(OC)c(N)cc1,60.0,1.77815125
853,c1cc([n]c2ccccc21)-c1ccc2ccccc2[n]1,1.02,0.008600172
854,OCCN(CCO)c1ccccc1,33400.0,4.523746467
855,c1c2ccccc2cc2ccccc21,0.0434,-1.36251027
856,Oc1ccc(Cl)cc1Cc1ccccc1,149.0,2.173186268
857,CC(Oc1ccc(Cl)cc1Cl)C(O)=O,350.0,2.544068044
858,CCOC(=O)c1ccc(O)cc1,885.0,2.946943271
859,O=Cc1cc2OCOc2cc1,3500.0,3.544068044
860,c1cccc2[nH]ccc21,3560.0,3.551449998
861,Oc1ccccc1O,461000.0,5.663700925
862,Clc1cc(Cl)c(Cl)cc1,49.0,1.69019608
863,Oc1ccc(Cl)cc1Cl,5550.0,3.744292983
864,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,200.0,2.301029996
865,COc1cc(C=O)ccc1O,11000.0,4.041392685
866,COc1cc(ccc1O)C(O)=O,1500.0,3.176091259
867,CCN(CC)CC,68600.0,4.836324116
868,CC(=O)Nc1ccc(cc1)S(N)(=O)=O,5300.0,3.72427587
869,CN(C)c1ccccc1,1450.0,3.161368002
870,[O-][N+](=O)c1cccc(Cl)c1,273.0,2.436162647
871,CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC,143.0,2.155336037
872,CCCOC(=O)c1cc(O)c(O)c(O)c1,3500.0,3.544068044
873,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,59.7,1.775974331
874,OC(=O)c1cc(ccc1)C(O)=O,130.0,2.113943352
875,[O-][N+](=O)c1cc(ccc1)C(O)=O,3580.0,3.553883027
876,COC(=O)c1ccc(cc1)OC,643.0,2.808210973
877,COc1[n]c(cc(NS(=O)(=O)c2ccc(N)cc2)[n]1)OC,343.0,2.53529412
878,Cc1cc(ccc1[N+]([O-])=O)OP(=S)(OC)OC,38.0,1.579783597
879,CN(C)C(=O)OC1CC(C)(C)CC(=O)C=1,30000.0,4.477121255
880,CCNc1[n]c(Cl)[n]c(NCC)[n]1,6.2,0.792391689
881,c1ccccc1Nc1ccccc1,53.0,1.72427587
882,CC(C)OC(=O)Nc1ccccc1,179.0,2.252853031
883,OC(=O)COc1ccccc1,12000.0,4.079181246
884,C(Oc1ccccc1)C1CO1,2400.0,3.380211242
885,OC(=O)COc1ccc(Cl)cc1,957.0,2.980911938
886,OCCCc1ccccc1,5680.0,3.754348336
887,OCCOc1ccccc1,26700.0,4.426511261
888,CCCCC(CCl)CC,100.0,2.0
889,CCc1ccc(O)cc1,4900.0,3.69019608
890,Oc1ccc(C=O)cc1,8450.0,3.926856709
891,COc1ccc(C=O)cc1,4290.0,3.632457292
892,CCCC(=O)CCC,3200.0,3.505149978
893,OC(=O)CCC(=O)OOC(=O)CCC(O)=O,33300.0,4.522444234
894,CCOC(=O)CCC(=O)OCC,19100.0,4.281033367
895,CCCCCCCCC(=O)OCC,29.48,1.469527479
896,Nc1ccc(O)cc1,16000.0,4.204119983
897,Oc1ccc(O)cc1,72000.0,4.857332496
898,O=C1C=CC(=O)NN1,4507.0,3.653887558
899,CCC=O,306000.0,5.485721426
900,CC(C)CCO,26700.0,4.426511261
901,CC(=O)CC(C)=O,166000.0,5.220108088
902,O=C1CCC(=O)N1,196000.0,5.292256071
903,CC1OC(C)OC(C)O1,112000.0,5.049218023
904,CCCCCC(=O)OCC,628.6,2.798374377
905,CCCC=O,71000.0,4.851258349
906,C/C=C/C=O,150000.0,5.176091259
907,C1CCCN1,1000000.0,6.0
908,CCCCOC(C)=O,8400.0,3.924279286
909,C1COCCO1,1000000.0,6.0
910,CC(C)CCOC(C)=O,2000.0,3.301029996
911,OC(=O)CCCCCCCC(O)=O,2400.0,3.380211242
912,C=CCNCC=C,86000.0,4.934498451
913,OC(=O)CCCCC(O)=O,30800.0,4.488550717
914,CCCCCCCC(O)=O,789.0,2.897077003
915,NCCCCCCN,2464000.0,6.391640703
916,CCCCCCCC=C,1.12,0.049218023
917,CCCCCCCC=O,560.0,2.748188027
918,CCCCOCCOCCOC(C)=O,31000.0,4.491361694
919,CCCCCCCCC=O,96.0,1.982271233
920,CNC,1630000.0,6.212187604
921,ClC(Br)Br,2700.0,3.431363764
922,FC(Br)C(F)(F)F,2270.0,3.356025857
923,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@]21F,80.0,1.903089987
924,CCC1(C(=O)NCNC1=O)c1ccccc1,500.0,2.698970004
925,CC(=O)c1c2OC3=CC(=O)C(C(=O)C3(C)c2c(O)c(C)c1O)C(C)=O,100.0,2.0
926,COC1=CC(=O)C[C@@H](C)[C@@]21Oc1c(Cl)c(cc(OC)c1C2=O)OC,8.64,0.936513742
927,[O-][N+](=O)C(CO)(CO)CO,2200000.0,6.342422681
928,C#CC1(CCCCC1)OC(N)=O,2500.0,3.397940009
929,CCCCOP(=O)(OCCCC)OCCCC,280.0,2.447158031
930,CCSCCSP(=O)(OCC)OCC,2000.0,3.301029996
931,CC(=C)C#N,25400.0,4.404833717
932,NC(=O)NO,1000000.0,6.0
933,ClC(Cl)=C(Cl)Cl,206.0,2.31386722
934,CC(=O)N(C)C,1000000.0,6.0
935,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@@H]3O,54.95,1.739967697
936,COc1c2C(=O)O[C@H]([C@H]3c4c(OC)c5OCOc5cc4CCN3C)c2ccc1OC,300.0,2.477121255
937,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,0.33,-0.48148606
938,c1cc2cccc3ccc4cccc1c4c32,0.135,-0.869666232
939,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,60.0,1.77815125
940,COC(=O)c1ccccc1C(=O)OC,4000.0,3.602059991
941,CCCOC(=O)c1ccccc1C(=O)OCCC,108.0,2.033423755
942,C=CCOC(=O)c1ccccc1C(=O)OCC=C,182.0,2.260071388
943,CN(C)CCc1cc2OCOc2c(OC)c1CC(=O)c1ccc(OC)c(OC)c1C(O)=O,780.0,2.892094603
944,[O-][N+](=O)c1cc(cc(C2CCCCC2)c1O)[N+]([O-])=O,15.0,1.176091259
945,Oc1ccc2ccccc2c1N=O,1000.0,3.0
946,Oc1c2ccccc2ccc1N=O,500.0,2.698970004
947,OC(=O)c1cc([n]c2ccccc21)-c1ccccc1,160.0,2.204119983
948,c1cccc2oc3ccccc3c21,3.1,0.491361694
949,c1cccc2[s]c3ccccc3c21,1.47,0.167317335
950,OC(=O)c1ccccc1C(=O)Nc1cccc2ccccc21,200.0,2.301029996
951,Oc1cc2ccccc2c(O)c1,1800.0,3.255272505
952,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,5.1,0.707570176
953,Nc1cc(O)c(cc1)C(=O)Oc1ccccc1,7.0,0.84509804
954,Cc1c(Cl)c(O)cc(C)c1Cl,200.0,2.301029996
955,NS(=O)(=O)c1cc2c(cc1Cl)NC(NS2(=O)=O)C(Cl)Cl,800.0,2.903089987
956,Nc1cc(Cl)cc(C(O)=O)c1Cl,700.0,2.84509804
957,Nc1cccc2ccccc21,1700.0,3.230448921
958,CCc1ccccc1CC,71.1,1.851869601
959,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,300.0,2.477121255
960,Oc1cc2ccccc2cc1,755.0,2.877946952
961,Nc1ccc(cc1)-c1ccc(Cl)cc1,4.684,0.670616886
962,CCC(C)c1ccccc1,17.6,1.245512668
963,CCCCOC(=O)c1ccccc1,59.0,1.770852012
964,CCCCCCc1ccc(O)cc1O,500.0,2.698970004
965,Cc1cc(N)c(C)cc1C,1500.0,3.176091259
966,CCC(C)CO,29700.0,4.472756449
967,CCN(CC(=O)Nc1c(C)cccc1C)CC,4100.0,3.612783857
968,CCCCOC(=O)C(C)O,40000.0,4.602059991
969,OC(=O)C1C[C@@H](O)[C@H](O)[C@H](O)C=1,150000.0,5.176091259
970,CC1CCC(CC=1)C(C)=C,10.685,1.028774527
971,CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,8.6,0.934498451
972,Oc1cc(C=O)ccc1O,6310.0,3.800029359
973,CCNC(=O)Nc1[n]cc([s]1)[N+]([O-])=O,300.0,2.477121255
974,OC(=O)/C=C/c1ccccc1,558.0,2.746634199
975,CC(=O)OCc1ccccc1,3100.0,3.491361694
976,COc1ccc(CC=C)cc1,177.8,2.249931757
977,CCOC(=O)C=C,15000.0,4.176091259
978,CCOC(=O)CCCCC(=O)OCC,4230.0,3.626340367
979,CCCCOC(=O)C=C,2000.0,3.301029996
980,NCCO,1000000.0,6.0
981,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,1000000.0,6.0
982,OC(=O)CCI,74300.0,4.870988814
983,CCOC(C)=O,80000.0,4.903089987
984,CC(C)=CC(C)=O,28900.0,4.460897843
985,OC(=O)CC(O)=O,763000.0,5.882524538
986,CCc1cc(CC)ccc1,24.0,1.380211242
987,CC(=O)CC(=O)OCC,110000.0,5.041392685
988,ClCCCCl,2750.0,3.439332694
989,C1CCC=C1,535.0,2.728353782
990,CCCCCC(O)=O,10300.0,4.012837225
991,C1CCCCO1,80200.0,4.904174368
992,CCCCCCC,3.4,0.531478917
993,CCCNCCC,35100.0,4.545307116
994,CCCCCCOC(C)=O,510.5,2.707995746
995,CCCCOCCCC,300.0,2.477121255
996,CCCCCCCCCCCC(O)=O,4.81,0.682145076
997,CCCCCCCCCO,140.0,2.146128036
998,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,770.0,2.886490725
999,CC(=O)NS(=O)(=O)c1ccc(N)cc1,12500.0,4.096910013
1000,Cc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,1050.0,3.021189299
1001,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,7.06,0.848804701
1002,OC(=O)[C@@H]1CCCN1,162000.0,5.209515015
1003,Cc1c(cc(cc1C(N)=O)[N+]([O-])=O)[N+]([O-])=O,1000.0,3.0
1004,Oc1cccc2ccc[n]c21,556.0,2.745074792
1005,OS(=O)(=O)OCCOc1ccc(Cl)cc1Cl,250000.0,5.397940009
1006,Sc1[n]c2ccccc2[s]1,120.0,2.079181246
1007,O[C@H](CO)[C@@H](O)CO,610000.0,5.785329835
1008,CCCCC(CC)C(O)=O,2000.0,3.301029996
1009,OC(=O)c1cc(O)c(O)c(O)c1,11900.0,4.075546961
1010,Nc1ccc(cc1)C(O)=O,6110.0,3.78604121
1011,CN(C)C(=O)Nc1ccc(Cl)cc1,230.0,2.361727836
1012,CCOc1ccc(cc1)NC(N)=O,1210.0,3.08278537
1013,COc1ccc(O)cc1,40000.0,4.602059991
1014,FC(F)(F)C(Cl)Br,4070.0,3.609594409
1015,O=NN(CCCl)C(=O)NCCCl,4000.0,3.602059991
1016,c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,0.00026,-3.585026652
1017,c1cc2cccc3c2c2c(cccc21)c1ccccc31,0.0063,-2.200659451
1018,c1ccc2c3c(cccc31)c1cccc3cccc2c31,0.0004,-3.397940009
1019,C1c2cccc3ccc4cccc1c4c32,1.1,0.041392685
1020,c1cc2c(c3ccccc31)-c1cccc3cccc-2c31,0.0025,-2.602059991
1021,c1c2c3c(cccc3-c3ccccc3-2)c2ccccc21,0.0015,-2.823908741
1022,c1ccc2c3c(cccc31)-c1ccccc1-2,0.26,-0.585026652
1023,c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,0.0008,-3.096910013
1024,c1ccc2C=Cc3cccc1c32,16.1,1.206825876
1025,c1c2c3ccccc3c3ccccc3c2cc2ccccc21,0.0016,-2.795880017
1026,c1cccc2c1c1ccccc1c1ccccc12,0.0411,-1.386158178
1027,c1cc2c3ccccc3ccc2c2ccccc21,0.002,-2.698970004
1028,c1c2ccc3ccccc3c2cc2c3ccccc3ccc21,0.00103,-2.987162775
1029,c1[n]c2ccccc2c2ccccc21,300.0,2.477121255
1030,C1c2c3ccccc3ccc2-c2ccccc21,0.0454,-1.342944147
1031,C1c2ccccc2-c2cc3ccccc3cc21,0.004,-2.397940009
1032,c1[n][n]cc2ccccc21,50000.0,4.698970004
1033,c1c2ccccc2[n]c2ccccc21,38.4,1.584331224
1034,c1cccc2Oc3ccccc3Oc21,0.901,-0.045275209
1035,c1[n][nH]c2ccccc21,826.0,2.916980047
1036,c1[n]c2ccccc2o1,8340.0,3.921166051
1037,C1CN2CCN1CC2,450000.0,5.653212514
1038,C1CCCC1,156.0,2.193124598
1039,c1ccc[n][n]1,1000000.0,6.0
1040,c1[n]ccc[n]1,1000000.0,6.0
1041,C1CCCCCC1,30.0,1.477121255
1042,C1CCCCCCC1,7.9,0.897627091
1043,CCOP(=S)(Oc1c[n]cc[n]1)OCC,1140.0,3.056904851
1044,COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,37.7,1.57634135
1045,CCSCSP(=S)(OCC)OCC,50.0,1.698970004
1046,CCSCCOP(=S)(OCC)OCC,60.0,1.77815125
1047,CCSCCSP(=S)(OCC)OCC,16.3,1.212187604
1048,COc1c2OC(=O)C=Cc2cc2ccoc21,47.56,1.677241846
1049,C[C@H](NC)[C@H](O)c1ccccc1,63600.0,4.803457116
1050,COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OC,1.0,0.0
1051,COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,5.0,0.698970004
1052,COP(=O)(NC)Oc1ccc(cc1Cl)C(C)(C)C,200.0,2.301029996
1053,COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,1.5,0.176091259
1054,CC(N)C(O)=O,166000.0,5.220108088
1055,OC(=O)c1c(O)cccc1O,9560.0,3.980457892
1056,"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |&1:3,5,6,8,11,12|",0.017,-1.769551079
1057,CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC,3640.0,3.561101384
1058,CC1NC(=O)N(C(C)CC)C(=O)C=1Br,815.0,2.911157609
1059,CN(C)c1c(C)cc(cc1C)OC(=O)NC,100.0,2.0
1060,Oc1[n]c[n]c2[nH][n]cc21,569.0,2.755112266
1061,Fc1cc(F)c(F)cc1F,631.8,2.800579622
1062,CCP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OCC,0.59,-0.229147988
1063,[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,385.0,2.58546073
1064,CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,42.0,1.62324929
1065,CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,75.0,1.875061263
1066,Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,40.0,1.602059991
1067,CCCCCCCCCC(O)=O,61.8,1.790988475
1068,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,535.0,2.728353782
1069,Fc1ccccc1CCl,416.0,2.619093331
1070,Fc1ccccc1Cl,501.3,2.700097705
1071,Fc1ccc(CCl)cc1,413.0,2.615950052
1072,Fc1ccc(I)cc1,166.2,2.220631019
1073,CCSCC,3130.0,3.495544338
1074,COc1cc2c(cc1OC)N1[C@H]3[C@@H]4[C@H](CC1=O)OCC=C1CN5CC[C@]23[C@@H]5C[C@@H]14,3200.0,3.505149978
1075,COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,200.0,2.301029996
1076,c1ccc[n]c1-c1cccc[n]1,5930.0,3.773054693
1077,Fc1ccccc1F,11400.0,4.056904851
1078,OCCF,1000000.0,6.0
1079,Fc1cc(F)ccc1,1140.0,3.056904851
1080,[O-][N+](=O)c1cc(ccc1O)C(F)(F)F,650.0,2.812913357
1081,C=COCC(F)(F)F,4193.0,3.622524862
1082,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,30.0,1.477121255
1083,CC(=O)C(C)=O,200000.0,5.301029996
1084,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)C#C,0.6874,-0.162790472
1085,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.3766,-0.424119684
1086,CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,50.0,1.698970004
1087,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,3000.0,3.477121255
1088,OC(=O)c1ccccc1F,7200.0,3.857332496
1089,[O-][N+](=O)c1ccc(F)cc1O,1400.0,3.146128036
1090,CCOc1cc2[s]c([n]c2cc1)S(N)(=O)=O,40.0,1.602059991
1091,OC(=O)c1cccc(F)c1,1500.0,3.176091259
1092,OC(=O)c1ccc(F)cc1,1200.0,3.079181246
1093,Fc1cc(CCl)ccc1,413.5,2.616475514
1094,CCC[C@H]1CCCCN1,18000.0,4.255272505
1095,NC(=N)NC#N,41300.0,4.615950052
1096,O=C1NCC(=O)N1,39700.0,4.598790507
1097,Cc1[n]c(N)cc(C)[n]1,6400.0,3.806179974
1098,Fc1ccccc1,1540.0,3.187520721
1099,CCOCOCC,70000.0,4.84509804
1100,CC(C)(C)C,33.2,1.521138084
1101,CC(O)C(C)(C)C,23700.0,4.374748346
1102,"CC1(C)[C@@H]2C[C@@H](O)[C@@]1(C)CC2 |&1:3,5,7|",740.0,2.86923172
1103,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,58.82,1.76952502
1104,CC1(C)OC2(C)CCC1CC2,3500.0,3.544068044
1105,CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,124.0,2.093421685
1106,Nc1ccc(cc1)S(=O)(=O)c1c[n]c(N)[s]1,400.0,2.602059991
1107,C[C@]12CC[C@@H]3c4ccc(O)cc4CC=C3[C@@H]1CCC2=O,1.41,0.149219113
1108,COc1c(cc(cc1OC)[C@H]1[C@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc21)OC,100.0,2.0
1109,C1Cc2c3c(cc4c5ccccc5ccc24)cccc31,0.0035,-2.455931956
1110,Nc1cccc2cccc(N)c12,850.0,2.929418926
1111,Oc1cc(O)c(cc1)C1Oc2cc(O)cc(O)c2C(=O)C=1O,250.0,2.397940009
1112,Cc1cc(C)c(C(O)=O)c(C)c1,722.5,2.858837851
1113,CC1C(=O)C=C[C@]2(C)CC[C@@H]3[C@H](OC(=O)[C@H]3C)C2=1,200.0,2.301029996
1114,OC(=O)c1ccccc1-c1ccccc1C(O)=O,100.0,2.0
1115,CC(C)=CCc1c2OC(=O)C=Cc2ccc1OC,12.0,1.079181246
1116,Oc1[n]c2[n]cc[n]c2c(O)[n]1,1250.0,3.096910013
1117,OC1[C@@H](O)[C@H](O)C[C@@H](O)[C@@H]1O,110000.0,5.041392685
1118,OC(=O)c1cc[n]cc1C(O)=O,2340.0,3.369215857
1119,Oc1cc(C(O)=O)c(O)cc1,5000.0,3.698970004
1120,C=C(C(O)=O)c1ccccc1,1300.0,3.113943352
1121,C1CCC[C@H](N1)c1c[n]ccc1,1000000.0,6.0
1122,OC(=O)CNC(=O)c1ccccc1,3750.0,3.574031268
1123,Oc1ccccc1/C=N/NC(=O)c1cc[n]cc1,50.0,1.698970004
1124,C1CCc2ccccc21,109.0,2.037426498
1125,CC(CC(O)=O)C(O)=O,666000.0,5.823474229
1126,OC(=O)C(CC(O)=O)=CC(O)=O,333000.0,5.522444234
1127,Cc1ccc(cc1O)C(C)C,1250.0,3.096910013
1128,OC(=O)c1cc(cc[n]1)C(O)=O,2490.0,3.396199347
1129,COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,40.0,1.602059991
1130,OC(=O)CCc1ccccc1,5900.0,3.770852012
1131,O=C(CCCl)NCc1ccccc1,100.0,2.0
1132,CCCCC(=O)CCCC,362.7,2.559547556
1133,OS(=O)(=O)CS(O)(=O)=O,2458000.0,6.390581879
1134,CC(C)CC(O)=O,40700.0,4.609594409
1135,OC(=O)CCCCCCC(O)=O,11850.0,4.07371835
1136,OC(=O)CCCCCCCCCCCC(O)=O,1500.0,3.176091259
1137,ClCCSCCCl,684.0,2.835056102
1138,OC(=O)C=CC=CC(O)=O,200.0,2.301029996
1139,CC(C)(C)Br,600.0,2.77815125
1140,CC(C)(C)Cl,2879.0,3.459241665
1141,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1.42,0.152288344
1142,CCC1(C2CCCCCC=2)C(=O)NC(=O)NC1=O,250.0,2.397940009
1143,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,13.0,1.113943352
1144,COP(=O)(OC)OC,500000.0,5.698970004
1145,CC=C(C)C,193.0,2.285557309
1146,CC(=C)C(C)=C,326.0,2.5132176
1147,CC(O)C(C)O,1000000.0,6.0
1148,Cc1c[s]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,2000.0,3.301029996
1149,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]c(C)[n]1,1615.0,3.208172527
1150,CC(C(O)=O)C(O)=O,679000.0,5.831869774
1151,C[C@]12CCc3c4ccc(O)cc4ccc3[C@@H]1CCC2=O,1.52,0.181843588
1152,CC(=O)C1CCOC1=O,200000.0,5.301029996
1153,COc1c(cc(cc1OC)[C@H]1[C@@H]2[C@@H](Cc3c(O)c4OCOc4cc31)COC2=O)OC,13.0,1.113943352
1154,Oc1cc(O)c(C(=O)c2cc(O)c(O)cc2)c(O)c1,5000.0,3.698970004
1155,CC(=O)C1C(=O)C=C(C)OC1=O,690.0,2.838849091
1156,COC1C=CN(C)C(=O)C=1C#N,2700.0,3.431363764
1157,Nc1ccc(cc1)S(=O)(=O)Nc1cc[n][n]1-c1ccccc1,1500.0,3.176091259
1158,Cc1c(C)cccc1C,75.2,1.876217841
1159,Cc1cccc(O)c1C,4569.0,3.659821158
1160,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,316000.0,5.499687083
1161,Cc1cc(C)c(O)c(C)c1,1200.0,3.079181246
1162,CC(=O)c1ccc(O)c(O)c1O,1600.0,3.204119983
1163,[O-][N+](=O)c1ccccc1[N+]([O-])=O,133.0,2.123851641
1164,OC(=O)c1ccc(cc1C(O)=O)C(O)=O,21000.0,4.322219295
1165,[O-][N+](=O)c1ccc(cc1[N+]([O-])=O)C(O)=O,6700.0,3.826074803
1166,Oc1c2ccccc2cc2ccccc21,3.593,0.555457217
1167,C=C(c1ccccc1)c1ccccc1,6.6,0.819543936
1168,OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,9.089,0.958516103
1169,COc1ccccc1OCC(O)COC(N)=O,7200.0,3.857332496
1170,CC(=O)Nc1ccccc1Cl,6750.0,3.829303773
1171,CC(C)CC(=O)N(CC)CC,40000.0,4.602059991
1172,OC(CI)CI,12500.0,4.096910013
1173,Cc1ccco1,3000.0,3.477121255
1174,Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,198.0,2.29666519
1175,CC(C)(C)c1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,56.86,1.754806855
1176,OC(=O)c1cccc(Cl)c1,450.0,2.653212514
1177,Cc1cc([n]c(Cl)[n]1)N(C)C,9400.0,3.973127854
1178,CC(C)c1ccc(cc1)C(O)=O,151.0,2.178976947
1179,C#Cc1ccccc1,456.0,2.658964843
1180,CCc1cc[n]cc1,107000.0,5.029383778
1181,CCc1c[n]ccc1,370000.0,5.568201724
1182,Cc1cccc(c1)NC(C)=O,1210.0,3.08278537
1183,NC(=O)NCc1ccccc1,17000.0,4.230448921
1184,CN(C)CCc1ccc(O)cc1,7000.0,3.84509804
1185,OC(=O)C=Cc1ccco1,2000.0,3.301029996
1186,CCCCC(=O)OCC,2208.0,3.343999069
1187,CCOC(=O)NCC(C)C,24810.0,4.394626764
1188,CCCC(=O)OCCCCC,60.0,1.77815125
1189,Fc1ccc(F)cc1,1220.0,3.086359831
1190,OCCBr,1000000.0,6.0
1191,CCCCl,2720.0,3.434568904
1192,ClC=CCl,3500.0,3.544068044
1193,CC(C)CC(C)(C)C,2.44,0.387389826
1194,CC(=O)OC(C)(C)C,8333.0,3.920801382
1195,CCCC(Cl)Cl,501.5,2.700270937
1196,CCCC(N)=O,163000.0,5.212187604
1197,CC(N)CC(O)=O,1000000.0,6.0
1198,Clc1cc(Cl)ccc1,125.0,2.096910013
1199,CC(C)COC=O,10200.0,4.008600172
1200,CCCCI,202.4,2.306210508
1201,ClC=CCCl,2800.0,3.447158031
1202,CC(=O)NCC(O)=O,26300.0,4.419955748
1203,CCCCCC(C)O,3270.0,3.514547753
1204,CC(C)CCOCCC(C)C,200.0,2.301029996
1205,N#CCCCC#N,1000000.0,6.0
1206,C1C=CC=CC=C1,620.0,2.792391689
1207,CCCCCCCCCCCCCC(O)=O,1.07,0.029383778
1208,C=C1CCOC1=O,150000.0,5.176091259
1209,Oc1c(I)cc(c2ccc[n]c12)S(O)(=O)=O,2000.0,3.301029996
1210,CCOC(=O)C(C1C(=O)Oc2ccccc2C=1O)C1C(=O)Oc2ccccc2C=1O,153.0,2.184691431
1211,Cc1ccc(C(C)C)c(O)c1C(O)=O,100.0,2.0
1212,[Cl-].C[N+](C)=C1C=CC(C=C1)=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,4000.0,3.602059991
1213,[O-][N+](=O)c1c(O)ccc2ccccc21,200.0,2.301029996
1214,S=C=Nc1cccc2ccccc21,4.63,0.665580991
1215,NCCNc1cccc2ccccc21,2000.0,3.301029996
1216,[O-][N+](=O)c1ccccc1C(O)=O,7850.0,3.894869657
1217,CC(=O)Nc1ccccc1[N+]([O-])=O,2220.0,3.346352974
1218,[O-][N+](=O)c1ccccc1C=O,2320.0,3.365487985
1219,c1c[n]ccc1-c1cc[n]cc1,4530.0,3.656098202
1220,CCCOc1ccc(cc1N)[N+]([O-])=O,136.0,2.133538908
1221,Nc1ccc(Cl)cc1Cl,620.0,2.792391689
1222,CC1C=NC(=O)NC=1N,34500.0,4.537819095
1223,CCC(=O)OC,62400.0,4.79518459
1224,[O-][N+](=O)c1cccc(O)c1,13500.0,4.130333768
1225,COc1cc(ccc1)[N+]([O-])=O,500.0,2.698970004
1226,[O-][N+](=O)c1ccc(cc1)C=O,2340.0,3.369215857
1227,CCCCN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,4.8,0.681241237
