SMILES,LogWS
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,0.176091259
CC(N)C(O)=O,5.220108088
OC(=O)c1c(O)cccc1O,3.980457892
"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |&1:3,5,6,8,11,12|",-1.769551079
CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC,3.561101384
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,2.911157609
CN(C)c1c(C)cc(cc1C)OC(=O)NC,2
Oc1[n]c[n]c2[nH][n]cc21,2.755112266
Fc1cc(F)c(F)cc1F,2.800579622
CCP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OCC,-0.229147988
[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,2.58546073
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,1.62324929
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,1.875061263
Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,1.602059991
CCCCCCCCCC(O)=O,1.790988475
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,2.728353782
Fc1ccccc1CCl,2.619093331
Fc1ccccc1Cl,2.700097705
Fc1ccc(CCl)cc1,2.615950052
Fc1ccc(I)cc1,2.220631019
CCSCC,3.495544338
COc1cc2c(cc1OC)N1[C@H]3[C@@H]4[C@H](CC1=O)OCC=C1CN5CC[C@]23[C@@H]5C[C@@H]14,3.505149978
COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,2.301029996
c1ccc[n]c1-c1cccc[n]1,3.773054693
Fc1ccccc1F,4.056904851
OCCF,6
Fc1cc(F)ccc1,3.056904851
[O-][N+](=O)c1cc(ccc1O)C(F)(F)F,2.812913357
C=COCC(F)(F)F,3.622524862
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,1.477121255
CC(=O)C(C)=O,5.301029996
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)C#C,-0.162790472
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-0.424119684
CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,1.698970004
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,3.477121255
OC(=O)c1ccccc1F,3.857332496
[O-][N+](=O)c1ccc(F)cc1O,3.146128036
CCOc1cc2[s]c([n]c2cc1)S(N)(=O)=O,1.602059991
OC(=O)c1cccc(F)c1,3.176091259
OC(=O)c1ccc(F)cc1,3.079181246
Fc1cc(CCl)ccc1,2.616475514
CCC[C@H]1CCCCN1,4.255272505
NC(=N)NC#N,4.615950052
O=C1NCC(=O)N1,4.598790507
Cc1[n]c(N)cc(C)[n]1,3.806179974
Fc1ccccc1,3.187520721
CCOCOCC,4.84509804
CC(C)(C)C,1.521138084
CC(O)C(C)(C)C,4.374748346
"CC1(C)[C@@H]2C[C@@H](O)[C@@]1(C)CC2 |&1:3,5,7|",2.86923172
C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,1.76952502
CC1(C)OC2(C)CCC1CC2,3.544068044
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,2.093421685
Nc1ccc(cc1)S(=O)(=O)c1c[n]c(N)[s]1,2.602059991
C[C@]12CC[C@@H]3c4ccc(O)cc4CC=C3[C@@H]1CCC2=O,0.149219113
COc1c(cc(cc1OC)[C@H]1[C@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc21)OC,2
C1Cc2c3c(cc4c5ccccc5ccc24)cccc31,-2.455931956
Nc1cccc2cccc(N)c12,2.929418926
Oc1cc(O)c(cc1)C1Oc2cc(O)cc(O)c2C(=O)C=1O,2.397940009
Cc1cc(C)c(C(O)=O)c(C)c1,2.858837851
CC1C(=O)C=C[C@]2(C)CC[C@@H]3[C@H](OC(=O)[C@H]3C)C2=1,2.301029996
OC(=O)c1ccccc1-c1ccccc1C(O)=O,2
CC(C)=CCc1c2OC(=O)C=Cc2ccc1OC,1.079181246
Oc1[n]c2[n]cc[n]c2c(O)[n]1,3.096910013
OC1[C@@H](O)[C@H](O)C[C@@H](O)[C@@H]1O,5.041392685
OC(=O)c1cc[n]cc1C(O)=O,3.369215857
Oc1cc(C(O)=O)c(O)cc1,3.698970004
C=C(C(O)=O)c1ccccc1,3.113943352
C1CCC[C@H](N1)c1c[n]ccc1,6
OC(=O)CNC(=O)c1ccccc1,3.574031268
Oc1ccccc1/C=N/NC(=O)c1cc[n]cc1,1.698970004
C1CCc2ccccc21,2.037426498
CC(CC(O)=O)C(O)=O,5.823474229
OC(=O)C(CC(O)=O)=CC(O)=O,5.522444234
Cc1ccc(cc1O)C(C)C,3.096910013
OC(=O)c1cc(cc[n]1)C(O)=O,3.396199347
COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,1.602059991
OC(=O)CCc1ccccc1,3.770852012
O=C(CCCl)NCc1ccccc1,2
CCCCC(=O)CCCC,2.559547556
OS(=O)(=O)CS(O)(=O)=O,6.390581879
CC(C)CC(O)=O,4.609594409
OC(=O)CCCCCCC(O)=O,4.07371835
OC(=O)CCCCCCCCCCCC(O)=O,3.176091259
ClCCSCCCl,2.835056102
OC(=O)C=CC=CC(O)=O,2.301029996
CC(C)(C)Br,2.77815125
CC(C)(C)Cl,3.459241665
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.152288344
CCC1(C2CCCCCC=2)C(=O)NC(=O)NC1=O,2.397940009
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.113943352
COP(=O)(OC)OC,5.698970004
CC=C(C)C,2.285557309
CC(=C)C(C)=C,2.5132176
CC(O)C(C)O,6
Cc1c[s]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,3.301029996
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]c(C)[n]1,3.208172527
CC(C(O)=O)C(O)=O,5.831869774
C[C@]12CCc3c4ccc(O)cc4ccc3[C@@H]1CCC2=O,0.181843588
CC(=O)C1CCOC1=O,5.301029996
COc1c(cc(cc1OC)[C@H]1[C@@H]2[C@@H](Cc3c(O)c4OCOc4cc31)COC2=O)OC,1.113943352
Oc1cc(O)c(C(=O)c2cc(O)c(O)cc2)c(O)c1,3.698970004
CC(=O)C1C(=O)C=C(C)OC1=O,2.838849091
COC1C=CN(C)C(=O)C=1C#N,3.431363764
Nc1ccc(cc1)S(=O)(=O)Nc1cc[n][n]1-c1ccccc1,3.176091259
Cc1c(C)cccc1C,1.876217841
Cc1cccc(O)c1C,3.659821158
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,5.499687083
Cc1cc(C)c(O)c(C)c1,3.079181246
CC(=O)c1ccc(O)c(O)c1O,3.204119983
[O-][N+](=O)c1ccccc1[N+]([O-])=O,2.123851641
OC(=O)c1ccc(cc1C(O)=O)C(O)=O,4.322219295
[O-][N+](=O)c1ccc(cc1[N+]([O-])=O)C(O)=O,3.826074803
Oc1c2ccccc2cc2ccccc21,0.555457217
C=C(c1ccccc1)c1ccccc1,0.819543936
OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,0.958516103
COc1ccccc1OCC(O)COC(N)=O,3.857332496
CC(=O)Nc1ccccc1Cl,3.829303773
CC(C)CC(=O)N(CC)CC,4.602059991
OC(CI)CI,4.096910013
Cc1ccco1,3.477121255
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,2.29666519
CC(C)(C)c1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,1.754806855
OC(=O)c1cccc(Cl)c1,2.653212514
Cc1cc([n]c(Cl)[n]1)N(C)C,3.973127854
CC(C)c1ccc(cc1)C(O)=O,2.178976947
C#Cc1ccccc1,2.658964843
CCc1cc[n]cc1,5.029383778
CCc1c[n]ccc1,5.568201724
Cc1cccc(c1)NC(C)=O,3.08278537
NC(=O)NCc1ccccc1,4.230448921
CN(C)CCc1ccc(O)cc1,3.84509804
OC(=O)C=Cc1ccco1,3.301029996
CCCCC(=O)OCC,3.343999069
CCOC(=O)NCC(C)C,4.394626764
CCCC(=O)OCCCCC,1.77815125
Fc1ccc(F)cc1,3.086359831
OCCBr,6
CCCCl,3.434568904
ClC=CCl,3.544068044
CC(C)CC(C)(C)C,0.387389826
CC(=O)OC(C)(C)C,3.920801382
CCCC(Cl)Cl,2.700270937
CCCC(N)=O,5.212187604
CC(N)CC(O)=O,6
Clc1cc(Cl)ccc1,2.096910013
CC(C)COC=O,4.008600172
CCCCI,2.306210508
ClC=CCCl,3.447158031
CC(=O)NCC(O)=O,4.419955748
CCCCCC(C)O,3.514547753
CC(C)CCOCCC(C)C,2.301029996
N#CCCCC#N,6
C1C=CC=CC=C1,2.792391689
CCCCCCCCCCCCCC(O)=O,0.029383778
C=C1CCOC1=O,5.176091259
Oc1c(I)cc(c2ccc[n]c12)S(O)(=O)=O,3.301029996
CCOC(=O)C(C1C(=O)Oc2ccccc2C=1O)C1C(=O)Oc2ccccc2C=1O,2.184691431
Cc1ccc(C(C)C)c(O)c1C(O)=O,2
[Cl-].C[N+](C)=C1C=CC(C=C1)=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,3.602059991
[O-][N+](=O)c1c(O)ccc2ccccc21,2.301029996
S=C=Nc1cccc2ccccc21,0.665580991
NCCNc1cccc2ccccc21,3.301029996
[O-][N+](=O)c1ccccc1C(O)=O,3.894869657
CC(=O)Nc1ccccc1[N+]([O-])=O,3.346352974
[O-][N+](=O)c1ccccc1C=O,3.365487985
c1c[n]ccc1-c1cc[n]cc1,3.656098202
CCCOc1ccc(cc1N)[N+]([O-])=O,2.133538908
Nc1ccc(Cl)cc1Cl,2.792391689
CC1C=NC(=O)NC=1N,4.537819095
CCC(=O)OC,4.79518459
[O-][N+](=O)c1cccc(O)c1,4.130333768
COc1cc(ccc1)[N+]([O-])=O,2.698970004
[O-][N+](=O)c1ccc(cc1)C=O,3.369215857
CCCCN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,0.681241237
NCC(=O)NCC(=O)NCC(O)=O,4.767155866
OCC1CO1,6
CN=C=S,3.880813592
CCCOC,4.484299839
C=CCOCC=C,4.971229447
BrC(Br)(Br)Br,2.380211242
CS(=O)(=O)F,4.477121255
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,2.77815125
CC(C)(CC)CC,0.772321707
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.301029996
CC(C)C=C,2.113943352
CCC(C)=C,2.115277591
CC(C)C(C)=O,4.783903579
CC[C@H](C)C(C)(C)C,0.380211242
CC(C)C(C)CC,0.720159303
CC(CC)C(C)O,4.28780173
CCC(C)C(C)=O,4.320146286
CC(C)[C@@H](O)CC,4.303196057
CCC(=O)C(C)C,4.190051418
CC(C(C)C)C(C)C,0.361727836
CC(C)C(=O)C(C)C,3.755874856
COc1ccc2COC(=O)c2c1OC,3.397940009
OC(=O)c1[nH]c[n]c1C(O)=O,2.698970004
Cc1ccc(C)c2ccccc12,1.056904851
Cc1cccc2c1cccc2C,0.437750563
[O-][N+](=O)c1cccc(c1O)[N+]([O-])=O,3.715167358
Cc1cc2ccccc2c(C)c1,0.903089987
OC(=O)COc1c(Cl)cc(Cl)cc1Cl,2.394101302
Oc1cccc(Cl)c1Cl,3.556302501
Cc1cccc(C)c1O,3.781755375
CC(=O)N(C)c1ccccc1,4.222716471
CCc1cccc(CC)c1N,2.826074803
COc1ccccc1C(O)=O,3.698970004
Oc1cc2ccc[n]c2cc1,3
Cc1cc2ccccc2cc1C,0.298853076
Cc1cc2ccc(C)cc2cc1,0.301029996
Oc1cc2ccc(O)cc2cc1,3
[O-][N+](=O)c1cc2ccccc2cc1,0.965671971
Brc1ccccc1Br,1.872738827
CC1CCCCC1C,0.758407192
Cc1c[n]ccc1C,4.716003344
Cc1ccc[n]c1C,5.414973348
Oc1cc(Cl)ccc1Cl,3.301029996
CCC(O)CC,4.711807229
CC(=C)C(=O)OC(C)(C)C,3
OC(=O)c1cccc(Br)c1,2.604226053
[O-][N+](=O)c1cc(O)cc(c1)[N+]([O-])=O,3.602059991
OC(=O)c1ccc(Br)cc1,1.77815125
COCc1ccc(o1)[N+]([O-])=O,4.041392685
CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,2.146128036
OC(=O)COc1cc(Cl)c(Cl)cc1,2.6599162
Cc1ccc(CO)cc1,3.887054378
CCC(C)CCC,0.694605199
CCC(C)CCO,3.633468456
CCC(=O)CCC,4.167317335
CCCC(O)CCC,3.672097858
CCCCC(C)CC,-0.101274818
Brc1ccc(I)cc1,0.891537458
CC1CCC(C)CC1,0.584331224
CC1CCC(O)CC1,4.176091259
Cc1c[n]c(C)cc1,5.431363764
CCCCOC(=O)CC,3.176091259
CCCC(C)(C)C,0.643452676
CCCC(C)(C)O,4.51054501
CC1=CCC(=O)O1,4.698970004
Cc1cc(Br)ccc1,1.710117365
Oc1cc(Br)ccc1,4.361727836
CC1CC(=O)CCC1,3.176091259
Nc1cc(O)ccc1,4.431363764
Oc1cc(Cl)cc(Cl)c1,3.730782276
CC1CCCCC=1,1.716003344
Ic1ccccc1,2.531478917
CCCCC(C)C,0.404833717
CCCCC(C)=O,4.235528447
C=CCC=C,2.746634199
CC=CCCl,3
CCCCOC(N)=O,4.411619706
CCCCC=C,1.698970004
C=CCCC=C,2.227886705
CCCCCC=C,1.260071388
CC=CCCCC,1.176091259
CCCCOC=O,3.878406888
CF,4.356025857
C=CBr,3.754348336
CC(C)C(C)(C)O,4.638589083
CC(C)(C)C(C)(C)O,4.342422681
CC(=O)[C@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O,0.301029996
CCC(C)(O)C(C)C,4.214843848
CC(C)(C(O)=O)C(O)=O,4.954242509
CCS(=O)(=O)CC,5.130333768
CCC(O)(CC)CC,4.225309282
CC[C@@](C)(O)CCC,4.075546961
CNC(N)=O,6
COC(C)C,4.812913357
COC(N)=O,5.839478047
CC(C)C(C)O,4.748188027
Cc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,2.602059991
CCC(Cl)[N+]([O-])=O,3.903089987
CC(C)C(O)C(C)C,3.84509804
CCC(C(O)=O)C(O)=O,5.852479994
CC(C)N(N=O)C(C)C,4.113943352
[O-][N+](=O)c1c(O)cccc1O,3.117271296
[O-][N+](=O)c1c2ccccc2cc2ccccc21,-0.943095149
[O-][N+](=O)c1cccc(c1C(O)=O)C(O)=O,4.303196057
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,2.521138084
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,2.260071388
COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,2.301029996
[O-][N+](=O)c1cc2Cc3ccccc3-c2cc1,-0.665546249
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,-0.080398976
Oc1ccc(C(O)=O)c(O)c1O,3
[O-][N+](=O)c1cc(ccc1C(O)=O)[N+]([O-])=O,4.260071388
Cc1cc(c(cc1)[N+]([O-])=O)[N+]([O-])=O,2
Cc1ccccc1CC,1.872738827
O=C1C=CNc2ccccc21,3.681241237
Cc1cc2cc3ccccc3cc2cc1,-1.671620397
Nc1cc2cc3ccccc3cc2cc1,0.113943352
O=C(NC(=O)c1ccccc1)c1ccccc1,3.079181246
OC(=O)COc1ccccc1Cl,3.10720997
CC(=O)Nc1ccccc1O,2.944482672
Cc1[nH]c2ccccc2[n]1,3.161368002
CSc1[n]c2ccccc2[s]1,2.096910013
Clc1ccccc1I,1.837399024
Ic1ccccc1I,1.278524965
Brc1cc(Br)c(Br)cc1,0.690018781
Oc1ccc(Br)cc1Br,3.278753601
CN1C=CC(=O)NC1=O,4.301029996
CCC(Cl)CC,2.39707055
CCC(O)C=C,4.954483717
CN(CC)CC,6
Cc1c[s]cc1,2.602059991
O=C1CCCN1,6
CC(C)C(O)CCC,3.755874856
NCc1ccco1,6
OC(=O)c1cccc(I)c1,2.123851641
Oc1cc(cc(c1)C(O)=O)C(O)=O,2.77815125
Cc1cc(ccc1C)C(O)=O,2.111262514
COC(=O)c1ccc(N)cc1,3.582063363
CN(C)c1ccc(cc1)C(O)=O,1.820070034
CCCN(CCC)N=O,4.113943352
S=C=NCc1ccccc1,2.037426498
Cc1ccc(CC)cc1,1.977266212
Cc1ccc(C=C)cc1,1.949390007
O=Cc1ccc(cc1)C=O,2.301029996
CC[C@H](O)CCC,4.206825876
CCCC(=O)OC,4.176091259
CCCCC(O)CCCC,2.663700925
Ic1ccc(I)cc1,0.146128036
COC(=O)/C=C\C(=O)OC,4.903089987
ICCI,2.230448921
CC(C)(C)CCO,3.878579238
CC(C)CC(C)(C)O,4.134495856
CCCCC(C)(C)O,3.986771734
CCCCCC(C)(C)O,3.397940009
CCCC(C)Cl,2.667452953
COCC(C)C,4.04453976
[O-][N+](=O)CCO,6
CCOC(C)C,4.384532615
CC(C)OC=O,4.314920056
Clc1cc(I)ccc1,1.827369273
Ic1cc(I)ccc1,0.948412966
OC1=CC(=O)NC=C1,3.795880017
Brc1cc(Br)cc(Br)c1,-0.102372909
Nc1cc(Cl)cc(Cl)c1,2.894316063
CN1CCCCC1,5.222716471
CC(C)CCCO,3.880813592
CCCCC(C)O,4.136720567
CCCC[N+]([O-])=O,3.662757832
CCCOC(C)C,3.672097858
CCCOC(N)=O,4.883093359
OCCCBr,5.152288344
CCCC#C,3.195899652
OCCCCl,5.397940009
CC(C)CCC(C)O,3.69019608
CCCCOC,3.954483717
CCOCCC,4.264581729
C1C=CCC=C1,2.84509804
CCCCCOC(C)=O,3.230448921
CCCCCC#C,1.973127854
C1CCCCC=C1,1.819543936
[O-][N+](=O)OCCO[N+]([O-])=O,3.832508913
CCCCCCC[C@H](C)O,2.413299764
CCCCCCCBr,0.822168079
CCCCCCC#C,1.380211242
CCCCCCCCl,1.133538908
CCOCCOCC,4.922725458
CCCCCCCCCCCCCC,-2.657577319
CCCCCCCCCCCCCCCO,-0.988852639
CN(C)C(=O)N(C)C,6
OC(=O)c1ccccc1S(O)(=O)=O,5.698970004
Clc1ccc(Cl)c(Cl)c1Cl,0.772321707
Clc1cc(Cl)c(Cl)c(Cl)c1,0.707570176
Nc1c(Cl)cc(Cl)cc1Cl,1.602059991
Brc1cc(Br)c(Br)cc1Br,-1.397940009
CCC(=O)OC(C)C,3.774443969
Clc1ccc(I)cc1,1.837399024
CCCCCCCCCCCCC(O)=O,1.51851394
NC(=O)CF,6
Cc1ccc(cc1)-c1ccccc1,0.607455023
CN(C)c1[n]c([n]c([n]1)N(C)C)N(C)C,1.959041392
C1OCCO1,6
COc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,2.86332286
Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,1.264817823
CN(C)P(=O)(N(C)C)N(C)C,6
CN(N=O)C(N)=O,4.158362492
C=CC#C,3.251881455
CC(C)CC=C,1.681241237
CCCCC#C,2.556302501
OC(=O)CCCCCCCCCCC(O)=O,1.602059991
CCCCCCCCC(C)=O,1.88536122
Clc1ccccc1Br,1.652052848
CN1C=CC=CC1=O,6
Cc1c(C)c(C)cc(C)c1C,1.190331698
CCC(=O)Nc1cc(Cl)c(Cl)cc1,2.181843588
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]o1,2.785329835
OC(=O)c1c2ccccc2cc2ccccc21,1.929418926
Cc1oc(NS(=O)(=O)c2ccc(N)cc2)[n]c1C,3.224533063
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,1.387389826
COc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,2.602059991
CP(=O)(OC)OC,6
CCN(N=O)C(N)=O,4.113943352
CCSC(=O)N(CCC)CCC,2.574031268
CCCC(C)=C,1.892094603
Cc1c2ccccc2cc2ccccc21,-0.583359493
Cc1c2ccccc2c(C)c2ccccc12,-1.251811973
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-0.200659451
Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl,-1.070581074
CCOC(=O)CCCC(=O)OCC,3.944975908
C=CC(=O)OCCO,6
C=CCCCO,4.755874856
CCCCCCCC(C)=O,2.56937391
Cc1cc2cc(C)c(C)cc2cc1,0.230448921
COc1ccc(cc1)C=CC(O)=O,2.852479994
Cc1cccc2c3ccccc3ccc21,-0.57024772
CCNc1[n]c(NC(C)C)[n]c([n]1)SC,2.320146286
COCCCNc1[n]c([n]c(NC(C)C)[n]1)SC,2.505149978
OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1Cl,1.903089987
CC(=C)C(=O)OCCO,5
CN1CCCC1=O,6
CCc1ccc[s]1,2.465382851
[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,0.86332286
[O-][N+](=O)c1cc(ccc1O)-c1ccccc1,0.922725458
CCNc1[n]c(NC(C)(C)C)[n]c([n]1)SC,1.397940009
CCCCN(CCCC)N=O,3.103803721
CC(=O)OCCBr,4.549003262
CCC#CCC,2.747100931
O=NN1CCCC1,6
O=NN1CCCCCC1,4.10720997
Oc1c(Cl)c(Cl)ccc1Cl,2.653212514
CN(Cc1ccccc1)N=O,3.654176542
CCc1cc2ccccc2cc1,0.903632516
CCP(=S)(OCC)Sc1ccccc1,1.195899652
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,2.271841607
O=C(NCN1CCOCC1)c1c[n]cc[n]1,5.522835314
COP(=S)(OC)SCSc1ccc(Cl)cc1,0.204119983
CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.414973348
O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,-0.292429824
COP(=O)(OC(=CCl)c1cc(Cl)c(Cl)cc1Cl)OC,1.041392685
[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+]([O-])=O,1.579783597
CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,3.041392685
CC(O)COC(=O)C=C,6
[Cl-].C[N+](C)(C)CCCl,5.998259338
CNc1[n]c([n]c(NC(C)C)[n]1)SC,2.763427994
ClC1(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C(Cl)=C2Cl,-0.698970004
Fc1ccccc1Br,2.547282308
Fc1cc(Br)ccc1,2.5774918
CCCCCCc1ccccc1,-0.044793462
CCCCCCOC(=O)c1ccc(O)cc1,1.397940009
CCCCCCCOC(=O)c1ccc(O)cc1,1.301029996
CC(C)(C)C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1.064457989
CC#CCCCC,2.213517757
Oc1cc2CCCCc2cc1,3.176091259
CCc1cccc2ccccc21,1.029383778
Cc1cc(ccc1)OC(O)=NC,3.414973348
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,1.815577748
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,0.737987326
CCC(C)(C)CO,3.880813592
N#Cc1c(Cl)cccc1Cl,1.164352856
NCC1CCC(CC1)C(O)=O,5.2219356
Cc1cc(C)[n]c2ccccc12,3.254064453
CP(=O)(OC(C)C)OC(C)C,3.176091259
CCCCCCCCCCCCCCCCCO,-2.096910013
CC1CN(CC(C)O1)N=O,5.093421685
C1OC1C1CO1,6
CC(=O)Oc1ccc(Br)cc1C(O)=O,2.823930455
CC1(C)Cc2cccc(OC(=O)NC)c2O1,2.505149978
COc1ccc(cc1)NC(N)=O,3.628899564
COc1cc(c(O)cc1)[N+]([O-])=O,2.387389826
Cc1cc(Cl)ccc1O,3.602059991
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-0.735182177
CN(C)NC(=O)CCC(O)=O,5
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,2.875061263
COC(C)(C)C,4.707570176
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,4
CCCCCCCCCC(C)O,2.294466226
Cc1c[n]c2c3[n]cc(C)c(C)c3ccc2c1C,0.179551791
CN(C)CC/C=C1\c2ccccc2COc2ccccc2\1,1.499274582
CCC1CCCCC1,0.799340549
Oc1ccc(cc1)/N=N/c1ccccc1,1.954242509
N#Cc1cc(Br)c(O)c(Br)c1,2.113943352
NC1C=NN(C(=O)C=1Cl)c1ccccc1,2.602059991
OC(=O)c1[n]c(Cl)ccc1Cl,3.894869657
Cc1cc2c3ccccc3ccc2c2ccccc21,-1.187086643
Cc1cccc2c1Cc1ccccc-21,0.037426498
CCCCCCCCC(=O)OC,1.359835482
C1CCc2ccc3CCCc4ccc1c2c34,-0.639974911
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,-3.698970004
CN(OC)C(=O)Nc1ccc(Cl)cc1,2.968482949
Clc1cccc2c1cccc2Cl,-0.42136079
Clc1ccc(Cl)c2ccccc12,-0.062983893
CCN(CC)C(=O)CSc1ccc(Cl)[n][n]1,3.698970004
[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,0
[O-][N+](=O)c1ccc(cc1)Oc1c(Cl)cc(Cl)cc1Cl,-0.116906641
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-0.301029996
CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-1
Nc1[n]c[n]c2c1[n]c[n]2[C@]1(CO)O[C@H](CO)[C@@H](O)[C@H]1O,3.903089987
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-0.091514981
Cc1cc(ccc1)S(N)(=O)=O,3.892651034
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,1.540329475
CC(C)Nc1[n]c([n]c(Cl)[n]1)N(CC)CC,1.602059991
CCNc1[n]c([n]c(Cl)[n]1)N(CC)CC,1.301029996
COc1c(C(O)=O)c(Cl)ccc1Cl,3.919601024
Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,2.633468456
NC(=S)c1c(Cl)cccc1Cl,2.977723605
CC(C)N(C(=O)CCl)c1ccccc1,2.763427994
Clc1cccc([n]1)C(Cl)(Cl)Cl,1.857332496
CC(C#C)OC(=O)Nc1cccc(Cl)c1,2.73239376
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,0.568201724
CC1CCCCC1NC(=O)Nc1ccccc1,1.255272505
NC(=O)c1c(Cl)cccc1Cl,3.436162647
NC1=NC(=O)NC=C1F,4.176091259
CC(C)c1cc2ccccc2cc1,-0.066512712
Cc1cc(ccc1N(C)C)OC(=O)NC,2.961421094
CNC(=O)Oc1cc(C)c(SC)c(C)c1,1.431363764
CCC(C)(C)c1ccccc1,1.021189299
CCOC(=O)CCCCCC(=O)OCC,3.294245716
