,SMILES,LKoc,LogKoc
699,CC1(C)CON(Cc2ccccc2Cl)C1=O,2.44,0.387389826
700,Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)[n]c([n]1)OC,2.02,0.305351369
701,CC(CC)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)o[n]1,2.4,0.380211242
702,"CC1(C)[C@@H]([C@@H]1/C=C(\Cl)/C(F)(F)F)C(=O)OCc1cccc(-c2ccccc2)c1C |&1:3,4|",5.35,0.728353782
703,n1c(OC)cc(OC)nc1NC(=O)NS(=O)(=O)Cc2ccccc2C(=O)OC,2.5,0.397940009
704,C[Si](C[n]1c[n]c[n]1)(c1ccc(F)cc1)c1ccc(F)cc1,3.22,0.507855872
705,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC(F)F)OC(F)F,1.08,0.033423755
706,"C[C@@]12CC[C@@](C[C@@H]1OCc1ccccc1C)(O2)C(C)C |o1:1,4,6|",2.6,0.414973348
707,c1cc(Cl)ccc1C(C#N)(CCCC)Cn2ncnc2,2.7,0.431363764
708,n1c(Cl)cc(OC)nc1NC(=O)NS(=O)(=O)c2ccccc2C(=O)OCC,2.04,0.309630167
709,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1[n]c(NC)[n]c([n]1)OCC,1.93,0.285557309
710,Fc1cccc(F)c1NS(=O)(=O)c2nc3nc(C)ccn3n2,1.45,0.161368002
711,Cc1[n]c([n]c([n]1)OC)N(C)C(=O)NS(=O)(=O)c1ccccc1C(=O)OC,1.72,0.235528447
712,CN(C)C(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,1.48,0.170261715
713,C[n]1[n][n]c([n]1)-c1c[n][n](C)c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,1.89,0.276461804
714,CCS(=O)(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,1.71,0.23299611
715,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc2nc(N(C)C)nc(OCC(F)(F)F)n2,1.84,0.264817823
