,SMILES,HL,LogHL
842,C1COC1,2.48e-05,-4.605548319
843,CC(C)CC(O)=O,8.33e-07,-6.079354999
844,C1CSCCS1,4.2e-06,-5.37675071
845,OC(=O)CCCCCCC(O)=O,5.55e-12,-11.25570702
846,CCCC=CC=O,4.89e-05,-4.310691141
847,ClCCSCCCl,2.45e-05,-4.610833916
848,CC(C)(C)Br,0.0407,-1.390405591
849,CC(C)(C)Cl,0.01277,-1.893809103
850,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,1.38e-05,-4.860120914
851,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,0.00024,-3.619788758
852,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,7.24e-08,-7.140261434
853,COP(=O)(OC)OC,7.2e-09,-8.142667504
854,CCCOP(=O)(OCCC)OCCC,6.8e-07,-6.167491087
855,CC=C(C)C,0.224,-0.649751982
856,CCC(C)I,0.0197,-1.705533774
857,CCC(C)S,0.00726,-2.139063379
858,CC(=C)C(C)=C,0.0504,-1.297569464
859,CC(O)C(C)O,2.88e-08,-7.540607512
860,CC1=CC=CC(C)=C1C,0.00436,-2.360513511
861,CC1=C(C)C(O)=CC=C1,7.38e-07,-6.131943638
862,CC1=CC(C)=C(O)C(C)=C1,2.6e-06,-5.585026652
863,CC(C)C1=C(C)C=CC=C1,0.01137,-1.944239535
864,[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,5.33e-08,-7.273272791
865,CN1CSC(=S)N(C)C1,2.66e-10,-9.575118363
866,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1.4e-06,-5.853871964
867,CC(C)C1=CC(C)=CC=C1,0.00715,-2.145693958
868,C#CC1=CC=CC=C1,0.000607,-3.216811309
869,CCC1=CC=NC=C1,8.48e-06,-5.071604148
870,CCC1=CC=CN=C1,1.04e-05,-4.982966661
871,CCN(CCCl)CCCl,0.00035,-3.455931956
872,COCC1=CC=CC=C1,8.9e-05,-4.050609993
873,CCCCC(=O)OCC,0.000372,-3.42945706
874,CCC(=O)OCC(C)C,0.000652,-3.185752404
875,BrC=CBr,0.00085,-3.070581074
876,CCCCl,0.01311,-1.882397308
877,ClC=CCl,0.00408,-2.389339837
878,CCOC,0.0012,-2.920818754
879,CC(C)CC(C)(C)C,3.04,0.482873584
880,CC(=O)OC(C)(C)C,0.000862,-3.064492734
881,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.88,0.274157849
882,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,33.0,1.51851394
883,CCCC(Cl)Cl,0.00761,-2.118615343
884,ClC1=CC(Cl)=CC=C1,0.00263,-2.580044252
885,CC(C)COC=O,0.000528,-3.277366077
886,CCCCI,0.01666,-1.778325003
887,ClCOCCl,0.00436,-2.360513511
888,C1C=CC=C1,0.021,-1.677780705
889,CC(C)CO[N+]([O-])=O,0.00225,-2.647817482
890,CCCCCC(C)O,5.56e-05,-4.254925208
891,CCCCCCl,0.0238,-1.623423043
892,CC(C)CCOCCC(C)C,0.00146,-2.835647144
893,CCCCCCCl,0.0242,-1.616184634
894,C1C=CC=CC=C1,0.004595,-2.337714484
895,CCCCCCCCCCCCCC(O)=O,4.95e-07,-6.305394801
896,CCCCCCCCCCCCCCCC,0.473,-0.325138859
897,C1=CC(=CC=N1)C1=CC=NC=C1,2.52e-09,-8.598599459
898,COC(=O)C(=O)OC,2.94e-06,-5.53165267
899,CCC(=O)OC,0.000174,-3.759450752
900,CC1=CC=CS1,0.00241,-2.617982957
901,OC1=CC=CC(=C1)[N+]([O-])=O,2e-09,-8.698970004
902,ClCCN(CCCl)CCCl,1.85e-05,-4.732828272
903,CN=C=S,4.48e-05,-4.348721986
904,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,12.0,1.079181246
905,CCCOC,0.001487,-2.827689031
906,BrC(Br)(Br)Br,0.000491,-3.308918508
907,CS(F)(=O)=O,2.81e-05,-4.55129368
908,[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O,6.15e-13,-12.21112488
909,CCC(C)(C)CC,1.842,0.265289626
910,CC1=CC=CC(OP(=O)(OC2=CC(C)=CC=C2)OC2=CC(C)=CC=C2)=C1,8.3e-05,-4.080921908
911,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.79e-07,-6.42136079
912,CC(C)C=C,0.5395,-0.268008551
913,CCC(C)=C,0.4311,-0.365421977
914,CC(=C)CCl,0.0087,-2.060480747
915,CC(Cl)=CCl,0.00491,-2.308918508
916,CC(C)C(C)=O,9.73e-05,-4.01188716
917,CCC(C)C(C)(C)C,2.01,0.303196057
918,CCC(C)C(C)C,1.73,0.238046103
919,CCC(C)C(C)=O,7.32e-05,-4.135488919
920,CCC(=O)C(C)C,0.000154,-3.812479279
921,CC(C)C(C)C(C)C,1.771,0.248218561
922,CC(C)C(=O)C(C)C,0.000353,-3.452225295
923,CC1=CC=C(C)C2=C1C=CC=C2,0.000386,-3.413412695
924,CC1=CC=CC2=C(C)C=CC=C12,0.00035,-3.455931956
925,CC1=CC(C)=C2C=CC=CC2=C1,0.000596,-3.22475374
926,CC1=CC=CC(C)=C1O,6.65e-06,-5.177178355
927,CCC1=CC=CC(CC)=C1N,1.12e-06,-5.950781977
928,CC1=C(C)C=C2C=CC=CC2=C1,0.00092,-3.036212173
929,CC1=C(C)C=NC=C1,3.7e-06,-5.431798276
930,CC1CCCCC1O,7.58e-06,-5.120330794
931,CC1=C(C)N=CC=C1,7.22e-06,-5.141462802
932,CCC(O)CC,1.98e-05,-4.70333481
933,CCC(O)CO,5.94e-09,-8.226213555
934,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,1.04e-07,-6.982966661
935,CC(C)(C)C1=CC=CC(O)=C1,1.92e-06,-5.716698771
936,[O-][N+](=O)C1=CC(Br)=CC=C1,1.86e-06,-5.730487056
937,CC(C)=C1CCC(C)=CC1,0.0262,-1.581698709
938,CCCC(C)CC,1.64,0.214843848
939,CCCC(=O)CC,0.000125,-3.903089987
940,CCCCC(C)CC,3.72,0.57054294
941,CCCCC(O)CC,2.83e-05,-4.548213564
942,CC1=CC=C(C)N=C1,8.68e-06,-5.061480275
943,CCCCOC(=O)CC,0.000505,-3.296708622
944,CCCC(C)(C)C,3.15,0.498310554
945,CCCC(C)(C)O,3.57e-05,-4.447331784
946,CCCCC(C)(C)C,36.8,1.565847819
947,CC(C)CC=O,0.000405,-3.392544977
948,CC1=CC=CC(Br)=C1,0.00671,-2.17327748
949,CC1=CC(C)=CN=C1,6.89e-06,-5.161780778
950,CC1CCCC(O)C1,3.67e-06,-5.435333936
951,CC1CCCC(=O)C1,0.000148,-3.829738285
952,OC1=CC(Cl)=CC(Cl)=C1,2.44e-07,-6.612610174
953,CC1=CCCCC1,0.07446,-1.128076968
954,IC1=CC=CC=C1,0.000837,-3.077274542
955,CCCCC(C)C,3.426,0.534787359
956,CCCCC(C)=O,9.32e-05,-4.030584088
957,CC(=O)OCC=C,0.000128,-3.89279003
958,C=CCC=C,0.1201,-0.920456993
959,CC=CCCl,0.00822,-2.085128182
960,CCCCC=C,0.412,-0.385102784
961,C=CCCC=C,0.1412,-0.850165303
962,CCCCCC=C,0.421,-0.375717904
963,CCCCC=CC,0.417,-0.379863945
964,CCCCOC=O,0.000514,-3.289036881
965,CF,0.01702,-1.769040444
966,FCCl,0.00659,-2.181114585
967,ClCI,0.000871,-3.059981845
968,CC(C)C(C)(C)O,9.98e-06,-5.000869459
969,CC(Cl)(Cl)[N+]([O-])=O,0.00128,-2.89279003
970,COC(C)C,0.000908,-3.041914151
971,CC(C)C(C)O,1.75e-05,-4.756961951
972,CC(Cl)C(Cl)Cl,0.000317,-3.498940738
973,COC(=O)C(C)(C)C,0.000425,-3.37161107
974,CC(C)N(N=O)C(C)C,7.83e-06,-5.106238238
975,OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,1.84e-11,-10.73518218
976,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,7.47e-07,-6.126679398
977,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.000703,-3.153044675
978,CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,5.3e-08,-7.27572413
979,CCC1=CC=CC=C1C,0.00553,-2.257274869
980,CC1=CC2=CC3=CC=CC=C3C=C2C=C1,0.000634,-3.197910742
981,CCOC(=O)N(C)N=O,5.54e-06,-5.256490235
982,CN1C=CC(=O)NC1=O,4.22e-09,-8.374687549
983,CCC(Cl)CC,0.02624,-1.581036169
984,CC1=CSC=C1,0.00715,-2.145693958
985,O=C1CCCN1,1.06e-09,-8.974694135
986,CCC1=CC=CC(O)=C1,6.28e-07,-6.202040356
987,CCCN(CCC)N=O,5.38e-06,-5.269217724
988,OC(=O)C=CC1=CC=CC=C1,1.71e-08,-7.76700389
989,CCC1=CC=C(C)C=C1,0.00501,-2.300162274
990,CC1=CC=C(C=C)C=C1,0.00316,-2.500312917
991,CCCC(O)CC,4.02e-05,-4.395773947
992,CCCC(=O)OC,0.000205,-3.688246139
993,CCCCC(=O)OC,0.000318,-3.49757288
994,COC(=O)\C=C/C(=O)OC,7.11e-07,-6.148130399
995,CCCCCOC(=O)CC,0.000843,-3.074172425
996,CSSC,0.00121,-2.91721463
997,CCCC(C)Cl,0.01468,-1.833273944
998,COCC(C)C,0.002205,-2.656591406
999,COCC(O)=O,6.42e-09,-8.192464972
1000,CC(C)OC=O,0.000775,-3.110698297
1001,CC(C)SC(C)C,0.0033,-2.48148606
1002,BrC1=CC(Br)=CC(Br)=C1,0.000786,-3.104577454
1003,CN1CCCCC1,3.46e-05,-4.460923901
1004,CCCCC(C)O,2.44e-05,-4.612610174
1005,CCCC[N+]([O-])=O,0.000119,-3.924453039
1006,CCCO[N+]([O-])=O,0.00127,-2.896196279
1007,OCCCBr,1.29e-07,-6.88941029
1008,CCCC#C,0.02489,-1.603975103
1009,COC(=O)CCCCC(=O)OC,2.31e-06,-5.63638802
1010,CCCCCI,0.0194,-1.71219827
1011,CCCCOC,0.001787,-2.747875447
1012,CCCOCC,0.001139,-2.943476276
1013,CCCCCOC(C)=O,0.000388,-3.411168274
1014,CCCCCC#C,0.07069,-1.150642018
1015,ClCCCCCCl,0.000558,-3.253365801
1016,[O-][N+](=O)OCCO[N+]([O-])=O,2.77e-06,-5.557520231
1017,CCCCCCCC(C)O,4.88e-05,-4.311580178
1018,CCCCCCCBr,0.04512,-1.345630909
1019,CCCCCCC#C,0.08218,-1.085233863
1020,CCOCCOCC,6.32e-05,-4.199282922
1021,CCCCCCCCCCCCC,2.88,0.459392488
1022,CCCCCCCCCCCCCC,9.2,0.963787827
1023,CCCCCCCCCCCCCCC,12.61,1.100715087
1024,ClCC(Cl)(Cl)Cl,0.0025,-2.602059991
1025,CC[Si](CC)(CC)CC,2.922,0.465680212
1026,OC(=O)C(Br)Br,4.42e-09,-8.354577731
1027,ClC1=C(Cl)C(Cl)=C(Cl)C=C1,0.00076,-3.119186408
1028,ClC1=CC(Cl)=C(Cl)C(Cl)=C1,0.00158,-2.801342913
1029,CCC(=O)OC(C)C,0.000579,-3.237321436
1030,CCOC(C)(C)C,0.00164,-2.785156152
1031,CCCCCCI,0.0281,-1.55129368
1032,CCSCCSP(=S)(OC)OC,2.76e-08,-7.559090918
1033,CCCC1=CC=C(O)C=C1,1.14e-06,-5.943095149
1034,C1COCO1,2.45e-05,-4.610833916
1035,CCNC1=NC(OC)=NC(NCC)=N1,1.95e-10,-9.709965389
1036,CN(C)P(=O)(N(C)C)N(C)C,2e-08,-7.698970004
1037,C=CC#C,0.02909,-1.536256279
1038,CC(C)CC=C,0.628,-0.202040356
1039,CCCCC#C,0.0399,-1.399027104
1040,[O-][N+](=O)OCCOCCO[N+]([O-])=O,3.9e-07,-6.408935393
1041,CCC1=CC(O)=CC(C)=C1,6.78e-07,-6.168770306
1042,CC1=CC(C)=C(C)C(C)=C1C,0.000438,-3.358525889
1043,CC1=CC(O)=C(C=C1)[N+]([O-])=O,1.28e-05,-4.89279003
1044,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.71e-09,-8.76700389
1045,NC1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,2.81e-10,-9.55129368
1046,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,7.61e-07,-6.118615343
1047,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,8.38e-09,-8.076755981
1048,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,9.15e-09,-8.038578906
1049,CCCN(CCC)C(=O)SCC,1.59e-05,-4.798602876
1050,ClCC(Cl)C=C,0.00858,-2.066512712
1051,CC(C)(C)OC=O,0.00069,-3.161150909
1052,CCCC(C)=C,0.2768,-0.557833914
1053,CC(=O)C1CC1,1.02e-05,-4.991399828
1054,COC1=C(Cl)C=CC=C1,9.11e-05,-4.040481623
1055,C1CC2=CC=CC=C2C2=CC=CC=C12,3.04e-05,-4.517126416
1056,CC1=C2C=CC=CC2=CC2=CC=CC=C12,3.88e-05,-4.411168274
1057,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,2.15e-07,-6.66756154
1058,ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,7.41e-06,-5.130181792
1059,FCC(F)(F)F,0.05,-1.301029996
1060,CCCCCCCC(C)=O,0.000367,-3.435333936
1061,CC(=O)C1CCCCC1,3.38e-05,-4.4710833
1062,CC1=C2C=CC3=CC=CC=C3C2=CC=C1,4.93e-05,-4.307153081
1063,CCNC1=NC(SC)=NC(NC(C)C)=N1,2.43e-09,-8.614393726
1064,COCCCNC1=NC(NC(C)C)=NC(SC)=N1,3.18e-10,-9.49757288
1065,CC(=C)C(=O)OCCO,2.16e-07,-6.665546249
1066,CCCCCCCCC=C,0.541,-0.266802735
1067,CN1CCCC1=O,3.2e-09,-8.494850022
1068,O=CC1=CC=NC=C1,1.77e-07,-6.752026734
1069,CC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0.00077,-3.113509275
1070,CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,2.15e-08,-7.66756154
1071,CCSCCSP(=O)(OC)OC,2.75e-08,-7.560667306
1072,CCOC(C)(C)CC,0.0191,-1.718966633
1073,OC(C(F)(F)F)C(F)(F)F,4.25e-05,-4.37161107
1074,CCCCN(CCCC)N=O,1.32e-05,-4.879426069
1075,CCCCCC(=O)CCCCC,0.000224,-3.649751982
1076,CCCCO[N+]([O-])=O,0.00154,-2.812479279
1077,O=NN1CCCC1,4.89e-08,-7.310691141
1078,CN(CC1=CC=CC=C1)N=O,1.2e-05,-4.920818754
1079,CCC1=CC=C2C=CC=CC2=C1,0.000538,-3.269217724
1080,CCOP(=S)(CC)SC1=CC=CC=C1,6.98e-06,-5.156144577
1081,CCOP(=O)(OCC)N=C1SCCS1,1.2e-10,-9.920818754
1082,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,7.17e-09,-8.144480844
1083,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,3.63e-11,-10.44009337
1084,[O-][N+](=O)C1=CC(=C(NC2=CC=CC=C2)C=C1)[N+]([O-])=O,7.75e-10,-9.110698297
1085,CCC(C)(C)OC,0.00132,-2.879426069
1086,[Cl-].C[N+](C)(C)CCCl,1.6e-14,-13.79588002
1087,CCCCCO[N+]([O-])=O,0.00166,-2.779891912
1088,CNC1=NC(SC)=NC(NC(C)C)=N1,4.83e-10,-9.316052869
1089,[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.1e-05,-4.677780705
1090,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,3.25e-07,-6.488116639
1091,OC(=O)CNCP(O)(O)=O,2.1e-12,-11.67778071
1092,CCCCCCC1=CC=CC=C1,0.02864,-1.543026986
1093,CCCCCCCC1=CC=CC=C1,0.01508,-1.821598658
1094,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,3.78e-08,-7.4225082
1095,CCCCN(CC)C(=O)SCCC,0.000237,-3.625251654
1096,COC(=O)CCCC(=O)OC,6.43e-07,-6.191789027
1097,CCCCCCCCCCC,1.926,0.284656283
1098,CC(=O)C1=CC=NC=C1,6.28e-08,-7.202040356
1099,CCC1=CC=CC2=C1C=CC=C2,0.000685,-3.164309429
1100,CN=C(O)OC1=CC=CC(C)=C1,9.03e-08,-7.04431225
1101,CCSC(=O)N(CC)C1CCCCC1,5.25e-06,-5.279840697
1102,ClC1=CC=CC(Cl)=C1C#N,1.01e-05,-4.995678626
1103,C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,8.84e-14,-13.05354773
1104,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,5.42e-05,-4.266000713
1105,OC1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,2.47e-11,-10.60730305
1106,CC(C)OP(C)(=O)OC(C)C,3.6e-05,-4.443697499
1107,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,3.09e-09,-8.510041521
1108,COC1=CC(=C(O)C=C1)[N+]([O-])=O,1.88e-06,-5.725842151
1109,CC1=C(O)C=CC(Cl)=C1,1.13e-06,-5.946921557
1110,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.000103,-3.987162775
1111,CN(C)NC(=O)CCC(O)=O,4.23e-10,-9.373659633
1112,CCNC1=NC(NC(C)C)=NC(OC)=N1,4.48e-10,-9.348721986
1113,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,9.09e-10,-9.041436117
1114,COC(C)(C)C,0.000587,-3.231361899
1115,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,5.4e-10,-9.26760624
1116,CCCCCCCS,0.0246,-1.609064893
1117,CNC(=O)ON=CC(C)(C)S(C)=O,9.69e-10,-9.013676223
1118,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,3.37e-09,-8.472370099
1119,FC(F)(Cl)CCl,0.071,-1.148741651
1120,CCC1CCCCC1,0.3,-0.522878745
1121,CC12OC1CC1CC2C1(C)C,0.000422,-3.374687549
1122,OC1=CC=C(C=C1)N=NC1=CC=CC=C1,6.7e-10,-9.173925197
1123,OC1=C(Br)C=C(C=C1Br)C#N,1.32e-10,-9.879426069
1124,CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N,3.19e-05,-4.496209317
1125,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,3.33e-10,-9.477555766
1126,OC(=O)C1=C(Cl)C=CC(Cl)=N1,3.03e-09,-8.518557371
1127,CC(C)O[N+]([O-])=O,0.00161,-2.793174124
1128,CC(F)(Cl)Cl,0.022,-1.657577319
1129,OC1CCCCCCCCCCC1,2.94e-06,-5.53165267
1130,CC1=CC=CC2=C1CC1=C2C=CC=C1,6.53e-05,-4.185086819
1131,ClC1=C(Cl)C=C2OC3=CC(Cl)=C(Cl)C=C3OC2=C1,5e-05,-4.301029996
1132,CON(C)C(=O)NC1=CC=C(Cl)C=C1,4.6e-08,-7.337242168
1133,ClC1=C2C=CC=CC2=C(Cl)C=C1,0.00042,-3.37675071
1134,COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,2.18e-06,-5.661543506
1135,CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.000291,-3.536107011
1136,CC(O)COCC1=C(Cl)C(Cl)=CC=C1Cl,4.86e-07,-6.313363731
1137,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,0.0047,-2.327902142
1138,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,2e-06,-5.698970004
1139,CCNC1=NC(NC(C)C)=NC(Cl)=N1,2.36e-09,-8.627087997
1140,COC1=C(Cl)C=CC(Cl)=C1C(O)=O,4.38e-10,-9.358525889
1141,NC(=S)C1=C(Cl)C=CC=C1Cl,2.86e-11,-10.54363397
1142,CC(C)N(C(=O)CCl)C1=CC=CC=C1,3.6e-07,-6.443697499
1143,COC(=O)COC1=C(Cl)C=C(Cl)C=C1,2.76e-06,-5.559090918
1144,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,1.59e-07,-6.798602876
1145,CCCSC(=O)N(CCC)CCC,3.09e-05,-4.510041521
1146,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,2.03e-05,-4.692503962
1147,CC(OC(=O)NC1=CC(Cl)=CC=C1)C#C,8.61e-09,-8.064996849
1148,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,4.03e-10,-9.394694954
1149,CC1CCCCC1NC(=O)NC1=CC=CC=C1,6.79e-11,-10.16813023
1150,CNC.OC(=O)COC1=C(Cl)C=C(Cl)C=C1,4.67e-16,-15.33068312
1151,CCSC(=O)N(CC(C)C)CC(C)C,8.45e-05,-4.073143291
1152,CCCCCCCCCCN,3.76e-05,-4.424812155
1153,CNC(=O)OC1=CC(C)=C(SC)C(C)=C1,1.18e-09,-8.928117993
1154,CCCC1CCCC1,0.8975,-0.046965543
1155,CCOC(=O)CCCCCC(=O)OCC,4.48e-07,-6.348721986
1156,ClC1=CC=CC(=C1)C1=CC(Cl)=CC=C1,0.000233,-3.632644079
1157,ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1,0.000199,-3.701146924
1158,ClC1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0.0094,-2.026872146
1159,ClC1=C(C=CC=C1)C1=CC=CC=C1,0.000736,-3.133122186
1160,ClC1=CC=CC(=C1)C1=CC=CC=C1,0.000613,-3.212539525
1161,ClC1=CC=C(C=C1)C1=CC=CC=C1,0.000573,-3.241845378
1162,CC1=C(Cl)C=CC(Cl)=C1Cl,0.0015,-2.823908741
1163,CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,4.44e-07,-6.35261703
1164,COP(=S)(OC)OC1=C(Cl)C=C(Br)C(Cl)=C1,0.000205,-3.688246139
1165,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,1.8e-05,-4.744727495
1166,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,2.61e-09,-8.583359493
1167,CCCCCCCCC1=CC=CC=C1,0.0429,-1.367542708
1168,CCSC(=O)N1CCCCCC1,4.1e-06,-5.387216143
1169,CCCCC(C)CCC,10.03,1.001300933
1170,ClC1=C(Cl)C(Cl)(C(Cl)=C1Cl)C1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,5.46e-05,-4.262807357
1171,ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,0.000731,-3.136082623
1172,COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1,3.27e-08,-7.485452247
1173,CC(=O)OO[N+]([O-])=O,0.000278,-3.555955204
1174,CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,3.8e-06,-5.420216403
1175,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,1.2e-05,-4.920818754
1176,CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,6.4e-07,-6.193820026
1177,CCCCCC=CC=O,7.34e-05,-4.13430394
1178,FC1=CC(F)=C(F)C(F)=C1,0.0195,-1.709965389
1179,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,0.000811,-3.090979146
1180,CC1=CC=C(C)C(O)=C1C,3.94e-06,-5.404503778
1181,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C=C1,0.00019,-3.721246399
1182,COP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O,9.59e-08,-7.018181393
1183,CNC1=CC=C(NC)C2=C1C(=O)C1=CC=CC=C1C2=O,1.89e-10,-9.723538196
1184,NC1=CC=C(N)C2=C1C(=O)C1=C(N)C=CC(N)=C1C2=O,2.12e-07,-6.673664139
1185,CN(C)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,6.59e-08,-7.181114585
1186,COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1O,6.89e-06,-5.161780778
1187,COP(=S)(OC)SCC(=O)N(C)C=O,1.1e-10,-9.958607315
1188,CC1=C(C=CC(O)=C1)[N+]([O-])=O,1.61e-08,-7.793174124
1189,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,2.78e-07,-6.555955204
1190,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,8.89e-08,-7.051098239
1191,CNC(=O)OC1=C(C=CC=C1)C(C)C,1.34e-08,-7.872895202
1192,COP(=S)(OC)OC1=CC=C(C=C1)C#N,5.48e-06,-5.261219442
1193,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,9.95e-08,-7.002176919
1194,CNC(=O)OC1=CC(C)=CC(C)=C1,1.81e-07,-6.742321425
1195,CNC(=O)OC1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C,4.57e-08,-7.3400838
1196,COC1=CC(Cl)=C(OC)C=C1Cl,0.000102,-3.991399828
1197,C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12,3.5e-11,-10.45593196
1198,CCC(C)C1=C(OC(C)=O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1.01e-07,-6.995678626
1199,CC(=O)NC1=CC=C(C=C1)N=NC1=C(O)C=CC(C)=C1,1.5e-11,-10.82390874
1200,FC(Cl)C(F)(F)F,0.091,-1.040958608
1201,CCN(CCO)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,8.36e-14,-13.07779372
1202,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,2.93e-06,-5.53313238
1203,ClC1=C(Cl)C=C(C=C1)C1=CC=CC=C1,0.00014,-3.853871964
1204,OC1=C(C=C(C=O)C=C1)[N+]([O-])=O,1.05e-06,-5.978810701
1205,COO,4.54e-06,-5.342944147
1206,CCOO,2.94e-06,-5.53165267
1207,CON(C)C(=O)NC1=CC=C(Br)C=C1,3.1e-09,-8.508638306
1208,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,4.6e-05,-4.337242168
1209,ClC1=C(Cl)C2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl,6.74e-06,-5.171340103
1210,O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=C1C=CC=C2,5.65e-11,-10.24795155
1211,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,1.85e-05,-4.732828272
1212,CC(C)CCC(C)(C)C,2.437,0.386855529
1213,CCC(C)C1=CC(=C(O)C=C1)[N+]([O-])=O,9.57e-05,-4.019088062
